"region","livestockType","managementType","managementSubtype","typicalMass","massNExcretedPer1000kgLivestockPerTime","massN2OPerMassNDirect","fractionVolatilised","massN2OPerMassNVolatilised","units","source"
"Oceania","breeding swine","aerobic treatment","natural aeration",180,0.46,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","breeding swine","anaerobic digester","-",180,0.46,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","breeding swine","composting","passive windrow",180,0.46,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","breeding swine","composting","in vessel",180,0.46,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","breeding swine","composting","intensive windrow",180,0.46,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","breeding swine","composting","static pile",180,0.46,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","breeding swine","daily spread","-",180,0.46,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","breeding swine","deep bedding","active mixing",180,0.46,0.070,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","breeding swine","deep bedding","no mixing",180,0.46,0.010,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","breeding swine","dry lot","-",180,0.46,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","breeding swine","liquid/slurry","with natural crust cover",180,0.46,0.005,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","breeding swine","liquid/slurry","without natural crust cover",180,0.46,0.000,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","breeding swine","pasture/range/paddock","-",180,0.46,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","breeding swine","pit storage below animal confinements","-",180,0.46,0.002,0.250,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","breeding swine","solid storage","-",180,0.46,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","breeding swine","uncovered anaerobic lagoon","-",180,0.46,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","aerobic treatment","natural aeration",500,0.44,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","aerobic treatment","forced aeration",500,0.44,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","anaerobic digester","-",500,0.44,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","composting","static pile",500,0.44,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","composting","intensive windrow",500,0.44,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","composting","in vessel",500,0.44,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","composting","passive windrow",500,0.44,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","daily spread","-",500,0.44,0.000,0.070,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","deep bedding","no mixing",500,0.44,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","deep bedding","active mixing",500,0.44,0.070,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","dry lot","-",500,0.44,0.020,0.200,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","liquid/slurry","without natural crust cover",500,0.44,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","liquid/slurry","with natural crust cover",500,0.44,0.005,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","pasture/range/paddock","-",500,0.44,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","pit storage below animal confinements","-",500,0.44,0.002,0.280,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","solid storage","-",500,0.44,0.005,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","dairy cattle","uncovered anaerobic lagoon","-",500,0.44,0.000,0.350,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","aerobic treatment","natural aeration",45,0.53,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","aerobic treatment","forced aeration",45,0.53,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","anaerobic digester","-",45,0.53,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","composting","static pile",45,0.53,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","composting","intensive windrow",45,0.53,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","composting","in vessel",45,0.53,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","composting","passive windrow",45,0.53,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","daily spread","-",45,0.53,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","deep bedding","no mixing",45,0.53,0.010,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","deep bedding","active mixing",45,0.53,0.070,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","dry lot","-",45,0.53,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","liquid/slurry","without natural crust cover",45,0.53,0.000,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","liquid/slurry","with natural crust cover",45,0.53,0.005,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","pasture/range/paddock","-",45,0.53,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","pit storage below animal confinements","-",45,0.53,0.002,0.250,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","solid storage","-",45,0.53,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","market swine","uncovered anaerobic lagoon","-",45,0.53,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","aerobic treatment","natural aeration",330,0.5,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","aerobic treatment","forced aeration",330,0.5,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","anaerobic digester","-",330,0.5,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","composting","intensive windrow",330,0.5,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","composting","in vessel",330,0.5,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","composting","passive windrow",330,0.5,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","composting","static pile",330,0.5,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","daily spread","-",330,0.5,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","deep bedding","no mixing",330,0.5,0.010,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","deep bedding","active mixing",330,0.5,0.070,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","dry lot","-",330,0.5,0.020,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","liquid/slurry","without natural crust cover",330,0.5,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","liquid/slurry","with natural crust cover",330,0.5,0.005,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","pasture/range/paddock","-",330,0.5,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","pit storage below animal confinements","-",330,0.5,0.002,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","solid storage","-",330,0.5,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","other cattle","uncovered anaerobic lagoon","-",330,0.5,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","aerobic treatment","forced aeration",58.5,0.73,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","aerobic treatment","natural aeration",58.5,0.73,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","anaerobic digester","-",58.5,0.73,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","composting","intensive windrow",58.5,0.73,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","composting","in vessel",58.5,0.73,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","composting","passive windrow",58.5,0.73,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","composting","static pile",58.5,0.73,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","daily spread","-",58.5,0.73,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","deep bedding","active mixing",58.5,0.73,0.070,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","deep bedding","no mixing",58.5,0.73,0.010,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","dry lot","-",58.5,0.73,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","liquid/slurry","without natural crust cover",58.5,0.73,0.000,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","liquid/slurry","with natural crust cover",58.5,0.73,0.005,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","pasture/range/paddock","-",58.5,0.73,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","pit storage below animal confinements","-",58.5,0.73,0.002,0.250,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","solid storage","-",58.5,0.73,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Oceania","typical swine","uncovered anaerobic lagoon","-",58.5,0.73,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","aerobic treatment","natural aeration",198,0.42,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","aerobic treatment","forced aeration",198,0.42,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","anaerobic digester","-",198,0.42,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","composting","passive windrow",198,0.42,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","composting","in vessel",198,0.42,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","composting","intensive windrow",198,0.42,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","composting","static pile",198,0.42,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","daily spread","-",198,0.42,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","deep bedding","no mixing",198,0.42,0.010,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","deep bedding","active mixing",198,0.42,0.070,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","dry lot","-",198,0.42,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","liquid/slurry","with natural crust cover",198,0.42,0.005,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","liquid/slurry","without natural crust cover",198,0.42,0.000,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","pasture/range/paddock","-",198,0.42,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","pit storage below animal confinements","-",198,0.42,0.002,0.250,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","solid storage","-",198,0.42,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","breeding swine","uncovered anaerobic lagoon","-",198,0.42,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","aerobic treatment","forced aeration",380,0.32,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","aerobic treatment","natural aeration",380,0.32,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","anaerobic digester","-",380,0.32,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","composting","static pile",380,0.32,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","composting","passive windrow",380,0.32,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","composting","in vessel",380,0.32,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","composting","intensive windrow",380,0.32,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","daily spread","-",380,0.32,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","deep bedding","active mixing",380,0.32,0.070,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","deep bedding","no mixing",380,0.32,0.010,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","dry lot","-",380,0.32,0.020,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","liquid/slurry","with natural crust cover",380,0.32,0.005,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","liquid/slurry","without natural crust cover",380,0.32,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","pasture/range/paddock","-",380,0.32,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","pit storage below animal confinements","-",380,0.32,0.002,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","solid storage","-",380,0.32,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","buffalo","uncovered anaerobic lagoon","-",380,0.32,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","aerobic treatment","natural aeration",600,0.48,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","aerobic treatment","forced aeration",600,0.48,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","anaerobic digester","-",600,0.48,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","composting","in vessel",600,0.48,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","composting","intensive windrow",600,0.48,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","composting","static pile",600,0.48,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","composting","passive windrow",600,0.48,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","daily spread","-",600,0.48,0.000,0.070,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","deep bedding","no mixing",600,0.48,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","deep bedding","active mixing",600,0.48,0.070,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","dry lot","-",600,0.48,0.020,0.200,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","liquid/slurry","with natural crust cover",600,0.48,0.005,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","liquid/slurry","without natural crust cover",600,0.48,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","pasture/range/paddock","-",600,0.48,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","pit storage below animal confinements","-",600,0.48,0.002,0.280,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","solid storage","-",600,0.48,0.005,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","dairy cattle","uncovered anaerobic lagoon","-",600,0.48,0.000,0.350,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","aerobic treatment","natural aeration",50,0.51,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","aerobic treatment","forced aeration",50,0.51,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","anaerobic digester","-",50,0.51,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","composting","passive windrow",50,0.51,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","composting","in vessel",50,0.51,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","composting","static pile",50,0.51,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","composting","intensive windrow",50,0.51,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","daily spread","-",50,0.51,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","deep bedding","active mixing",50,0.51,0.070,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","deep bedding","no mixing",50,0.51,0.010,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","dry lot","-",50,0.51,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","liquid/slurry","without natural crust cover",50,0.51,0.000,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","liquid/slurry","with natural crust cover",50,0.51,0.005,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","pasture/range/paddock","-",50,0.51,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","pit storage below animal confinements","-",50,0.51,0.002,0.250,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","solid storage","-",50,0.51,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","market swine","uncovered anaerobic lagoon","-",50,0.51,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","aerobic treatment","natural aeration",420,0.33,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","aerobic treatment","forced aeration",420,0.33,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","anaerobic digester","-",420,0.33,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","composting","intensive windrow",420,0.33,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","composting","static pile",420,0.33,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","composting","in vessel",420,0.33,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","composting","passive windrow",420,0.33,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","daily spread","-",420,0.33,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","deep bedding","no mixing",420,0.33,0.010,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","deep bedding","active mixing",420,0.33,0.070,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","dry lot","-",420,0.33,0.020,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","liquid/slurry","with natural crust cover",420,0.33,0.005,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","liquid/slurry","without natural crust cover",420,0.33,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","pasture/range/paddock","-",420,0.33,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","pit storage below animal confinements","-",420,0.33,0.002,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","solid storage","-",420,0.33,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","other cattle","uncovered anaerobic lagoon","-",420,0.33,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","typical swine","aerobic treatment","forced aeration",64.8,0.68,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","typical swine","aerobic treatment","natural aeration",64.8,0.68,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","typical swine","anaerobic digester","-",64.8,0.68,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","typical swine","composting","in vessel",64.8,0.68,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","typical swine","composting","intensive windrow",64.8,0.68,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","typical swine","composting","passive windrow",64.8,0.68,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","typical swine","composting","static pile",64.8,0.68,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","typical swine","daily spread","-",64.8,0.68,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","typical swine","deep bedding","no mixing",64.8,0.68,0.010,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","typical swine","deep bedding","active mixing",64.8,0.68,0.070,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","typical swine","dry lot","-",64.8,0.68,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","typical swine","liquid/slurry","without natural crust cover",64.8,0.68,0.000,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Western Europe","typical swine","liquid/slurry","with natural crust cover",64.8,0.68,0.005,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
