"brand","model","energyPerTime","units","source"
"Danby","DUF1704W*",616,"kWh/year","www.energystar.gov"
"Danby","DUF1744W*",616,"kWh/year","www.energystar.gov"
"Danby","DUF408WE",258,"kWh/year","www.energystar.gov"
"Danby","DUF808WE",328,"kWh/year","www.energystar.gov"
"DanbyDesigner","DCF859WE",258,"kWh/year","www.energystar.gov"
"Electrolux","E32AF75GTT*",615,"kWh/year","www.energystar.gov"
"Electrolux","EILFU17GS*",615,"kWh/year","www.energystar.gov"
"Electrolux","EILFU21GS*",685,"kWh/year","www.energystar.gov"
"FranklinChef","FCF88W",325,"kWh/year","www.energystar.gov"
"Frigidaire","FFH1767GW*",615,"kWh/year","www.energystar.gov"
"Frigidaire","FFH17F7HW",615,"kWh/year","www.energystar.gov"
"Frigidaire","FFH17FC7CW*",615,"kWh/year","www.energystar.gov"
"Frigidaire","FFH21F5HW",690,"kWh/year","www.energystar.gov"
"Frigidaire","FFH21F7HW*",685,"kWh/year","www.energystar.gov"
"Frigidaire","FFH21F8HW",685,"kWh/year","www.energystar.gov"
"Frigidaire","FFH21F8HW*",685,"kWh/year","www.energystar.gov"
"Frigidaire","FFN09M5HW*",264,"kWh/year","www.energystar.gov"
"Frigidaire","FFN15M5HW*",357,"kWh/year","www.energystar.gov"
"Frigidaire","FKCH17F7HB",615,"kWh/year","www.energystar.gov"
"Frigidaire","FKCH17F7HB*",615,"kWh/year","www.energystar.gov"
"Frigidaire","FKCH17F7HW",615,"kWh/year","www.energystar.gov"
"Frigidaire","FKCH17F7HW*",615,"kWh/year","www.energystar.gov"
"Frigidaire","FKFH21F7HW",690,"kWh/year","www.energystar.gov"
"Frigidaire","FKFH21F7HW*",685,"kWh/year","www.energystar.gov"
"Frigidaire","GLFH1467GW",559,"kWh/year","www.energystar.gov"
"Frigidaire","GLFH1767GW*",615,"kWh/year","www.energystar.gov"
"Frigidaire","GLFH1779GW",615,"kWh/year","www.energystar.gov"
"Frigidaire","GLFH1779GW*",615,"kWh/year","www.energystar.gov"
"Frigidaire","GLFH17F8HB",615,"kWh/year","www.energystar.gov"
"Frigidaire","GLFH17F8HB*",615,"kWh/year","www.energystar.gov"
"Frigidaire","GLFH17F8HW",615,"kWh/year","www.energystar.gov"
"Frigidaire","GLFH17F8HW*",615,"kWh/year","www.energystar.gov"
"Frigidaire","GLFH21F8HB",690,"kWh/year","www.energystar.gov"
"Frigidaire","GLFH21F8HB*",685,"kWh/year","www.energystar.gov"
"Frigidaire","GLFH21F8HW",690,"kWh/year","www.energystar.gov"
"Frigidaire","GLFH21F8HW*",685,"kWh/year","www.energystar.gov"
"Frigidaire","GLFN1326GW*",326,"kWh/year","www.energystar.gov"
"Frigidaire","LFFC1367FW*",326,"kWh/year","www.energystar.gov"
"Frigidaire","LFFH1467DW*",559,"kWh/year","www.energystar.gov"
"Frigidaire","LFFH1767DW*",615,"kWh/year","www.energystar.gov"
"Frigidaire","LFFH17F7HW*",615,"kWh/year","www.energystar.gov"
"Frigidaire","LFFH2067DW*",685,"kWh/year","www.energystar.gov"
"Frigidaire","LFFH21F7HW",690,"kWh/year","www.energystar.gov"
"Frigidaire","LFFN15M5HW*",357,"kWh/year","www.energystar.gov"
"Frigidaire","LLFH21F7HW*",690,"kWh/year","www.energystar.gov"
"Frigidaire","PLFH1779GS*",615,"kWh/year","www.energystar.gov"
"Frigidaire","PLFU1779GW*",615,"kWh/year","www.energystar.gov"
"Frigidaire","TFRU17B2JW*",438,"kWh/year","www.energystar.gov"
"Gaggeneau","RF411700",332,"kWh/year","www.energystar.gov"
"Gaggeneau","RF413700",375,"kWh/year","www.energystar.gov"
"Gaggeneau","RF413701",375,"kWh/year","www.energystar.gov"
"Gaggeneau","RF461700",446,"kWh/year","www.energystar.gov"
"Gaggeneau","RF463700",505,"kWh/year","www.energystar.gov"
"Gaggeneau","RF463701",505,"kWh/year","www.energystar.gov"
"Gaggeneau","RF471700",482,"kWh/year","www.energystar.gov"
"GeneralElectric","FCM15PU*WW",357,"kWh/year","www.energystar.gov"
"GeneralElectric","FUF14D*URWW",559,"kWh/year","www.energystar.gov"
"GeneralElectric","FUF14DU*RWW",559,"kWh/year","www.energystar.gov"
"GeneralElectric","FUF14DV*RWW",559,"kWh/year","www.energystar.gov"
"GeneralElectric","FUF20DU*RWW",685,"kWh/year","www.energystar.gov"
"Haier","BD-142HE",193,"kWh/year","www.energystar.gov"
"Haier","ESCM050EC",193,"kWh/year","www.energystar.gov"
"Haier","ESCM050ECB",193,"kWh/year","www.energystar.gov"
"Haier","ESNCM035E",170,"kWh/year","www.energystar.gov"
"Haier","ESNCM053E",196,"kWh/year","www.energystar.gov"
"Haier","HUF138EA",559,"kWh/year","www.energystar.gov"
"Haier","HUF168EA",618,"kWh/year","www.energystar.gov"
"Haier","HUF205EA",689,"kWh/year","www.energystar.gov"
"Icon","E32AF75FPS*",615,"kWh/year","www.energystar.gov"
"Icon","EILFU21GS*",685,"kWh/year","www.energystar.gov"
"Kenmore",14372,326,"kWh/year","www.energystar.gov"
"Kenmore",14972,264,"kWh/year","www.energystar.gov"
"Kenmore",15202,435,"kWh/year","www.energystar.gov"
"Kenmore",15302,326,"kWh/year","www.energystar.gov"
"Kenmore",15922,264,"kWh/year","www.energystar.gov"
"Kenmore",15929,264,"kWh/year","www.energystar.gov"
"Kenmore",15932,264,"kWh/year","www.energystar.gov"
"Kenmore",16082,435,"kWh/year","www.energystar.gov"
"Kenmore",16092,435,"kWh/year","www.energystar.gov"
"Kenmore",16202,435,"kWh/year","www.energystar.gov"
"Kenmore",16342,326,"kWh/year","www.energystar.gov"
"Kenmore",16352,326,"kWh/year","www.energystar.gov"
"Kenmore",16542,357,"kWh/year","www.energystar.gov"
"Kenmore",16552,357,"kWh/year","www.energystar.gov"
"Kenmore",16582,512,"kWh/year","www.energystar.gov"
"Kenmore",16592,512,"kWh/year","www.energystar.gov"
"Kenmore",22421,559,"kWh/year","www.energystar.gov"
"Kenmore",22422,558,"kWh/year","www.energystar.gov"
"Kenmore",22741,615,"kWh/year","www.energystar.gov"
"Kenmore",22751,615,"kWh/year","www.energystar.gov"
"Kenmore",23724,615,"kWh/year","www.energystar.gov"
"Kenmore",23725,615,"kWh/year","www.energystar.gov"
"Kenmore",24072,685,"kWh/year","www.energystar.gov"
"Kenmore",24762,615,"kWh/year","www.energystar.gov"
"Kenmore",24772,615,"kWh/year","www.energystar.gov"
"Kenmore",25422,559,"kWh/year","www.energystar.gov"
"Kenmore",25429,559,"kWh/year","www.energystar.gov"
"Kenmore",25432,559,"kWh/year","www.energystar.gov"
"Kenmore",25439,559,"kWh/year","www.energystar.gov"
"Kenmore",26072,685,"kWh/year","www.energystar.gov"
"Kenmore",26082,685,"kWh/year","www.energystar.gov"
"Kenmore",26092,690,"kWh/year","www.energystar.gov"
"Kenmore",26093,690,"kWh/year","www.energystar.gov"
"Kenmore",26099,690,"kWh/year","www.energystar.gov"
"Kenmore",26422,397,"kWh/year","www.energystar.gov"
"Kenmore",26428,397,"kWh/year","www.energystar.gov"
"Kenmore",26472,558,"kWh/year","www.energystar.gov"
"Kenmore",26482,558,"kWh/year","www.energystar.gov"
"Kenmore","2809*",685,"kWh/year","www.energystar.gov"
"Kenmore",28092,685,"kWh/year","www.energystar.gov"
"Kenmore",28093,685,"kWh/year","www.energystar.gov"
"Kenmore",28099,685,"kWh/year","www.energystar.gov"
"Kenmore",28702,635,"kWh/year","www.energystar.gov"
"Kenmore",28705,635,"kWh/year","www.energystar.gov"
"Kenmore",28712,615,"kWh/year","www.energystar.gov"
"Kenmore",44133,615,"kWh/year","www.energystar.gov"
"Kenmore",44772,615,"kWh/year","www.energystar.gov"
"Kenmore",44773,615,"kWh/year","www.energystar.gov"
"Kenmore",44833,615,"kWh/year","www.energystar.gov"
"Kenmore",461.27,258,"kWh/year","www.energystar.gov"
"Kenmore","C15502",357,"kWh/year","www.energystar.gov"
"Kenmore","C24462",559,"kWh/year","www.energystar.gov"
"Liberty","BMUM089PAB",325,"kWh/year","www.energystar.gov"
"Liberty","BMUM089PAW",325,"kWh/year","www.energystar.gov"
"Liberty","BMUM114PAB",355,"kWh/year","www.energystar.gov"
"Liberty","BMUM114PAW",355,"kWh/year","www.energystar.gov"
"Liebherr","HF851",420,"kWh/year","www.energystar.gov"
"Maytag","MFC10***EW",282,"kWh/year","www.energystar.gov"
"Maytag","MQC15***EW",354,"kWh/year","www.energystar.gov"
"Maytag","MQC22***EW",460,"kWh/year","www.energystar.gov"
"Maytag","MQU1554AEW",409,"kWh/year","www.energystar.gov"
"Maytag","MQU1556AEW",582,"kWh/year","www.energystar.gov"
"Maytag","MQU1654BEW",409,"kWh/year","www.energystar.gov"
"Maytag","MQU1656BEW",582,"kWh/year","www.energystar.gov"
"Maytag","MQU2057BEW",671,"kWh/year","www.energystar.gov"
"Miele","F1411**",443,"kWh/year","www.energystar.gov"
"Miele","F1801**",520,"kWh/year","www.energystar.gov"
"Miele","F1811**",520,"kWh/year","www.energystar.gov"
"Miele","F1901**",568,"kWh/year","www.energystar.gov"
"Miele","F1911**",568,"kWh/year","www.energystar.gov"
"Miele","F1471",438,"kWh/year","www.energystar.gov"
"Moffat","FUF16EURWW",582,"kWh/year","www.energystar.gov"
"Moffat","FUM16EURWW",409,"kWh/year","www.energystar.gov"
"Moffat","MUF16EURWW",582,"kWh/year","www.energystar.gov"
"Moffat","MUM16EURWW",409,"kWh/year","www.energystar.gov"
"Monogram","ZIF360NX****",704,"kWh/year","www.energystar.gov"
"Monogram","ZIFP360NX****",704,"kWh/year","www.energystar.gov"
"Monogram","ZIFS360NX****",704,"kWh/year","www.energystar.gov"
"Premiere","DUF809WE",328,"kWh/year","www.energystar.gov"
"SPT","UF-311S",237,"kWh/year","www.energystar.gov"
"SPT","UF-311W",237,"kWh/year","www.energystar.gov"
"Siemens","S18ID80NLP",375,"kWh/year","www.energystar.gov"
"Sub-Zero,Inc.","601F*",623,"kWh/year","www.energystar.gov"
"Sub-Zero,Inc.","BI36F*",719,"kWh/year","www.energystar.gov"
"Sub-Zero,Inc.","BI36FS*",645,"kWh/year","www.energystar.gov"
"Thermador","T18BD80***",375,"kWh/year","www.energystar.gov"
"Thermador","T18BF70***",332,"kWh/year","www.energystar.gov"
"Thermador","T18ID80*",375,"kWh/year","www.energystar.gov"
"Thermador","T18IF70*",332,"kWh/year","www.energystar.gov"
"Thermador","T24ID80*",505,"kWh/year","www.energystar.gov"
"Thermador","T24IF70M*",446,"kWh/year","www.energystar.gov"
"Thermador","T24IF70NSP",446,"kWh/year","www.energystar.gov"
"Thermador","T30IF70*",482,"kWh/year","www.energystar.gov"
"United","UCF180/H",430,"kWh/year","www.energystar.gov"
"Viking","DCFB530*****",601,"kWh/year","www.energystar.gov"
"Viking","DDFB304*****",601,"kWh/year","www.energystar.gov"
"Viking","DDFB364*****",662,"kWh/year","www.energystar.gov"
"Viking","DDFB530*****",601,"kWh/year","www.energystar.gov"
"Viking","DDFB536*****",662,"kWh/year","www.energystar.gov"
"Viking","DFFB304*",601,"kWh/year","www.energystar.gov"
"Viking","DFFB364*",662,"kWh/year","www.energystar.gov"
"Viking","DFFB530*",601,"kWh/year","www.energystar.gov"
"Viking","DFFB536*",662,"kWh/year","www.energystar.gov"
"Viking","VCFB304*****",601,"kWh/year","www.energystar.gov"
"Viking","VCFB364*****",662,"kWh/year","www.energystar.gov"
"Viking","VCFB536*****",662,"kWh/year","www.energystar.gov"
"Viking","VIFB530*****",601,"kWh/year","www.energystar.gov"
"Viking","VIFB536*****",662,"kWh/year","www.energystar.gov"
"Whirlpool","EH101*",282,"kWh/year","www.energystar.gov"
"Whirlpool","EH151*",354,"kWh/year","www.energystar.gov"
"Whirlpool","EH221*",460,"kWh/year","www.energystar.gov"
"Whirlpool","EHL151*",354,"kWh/year","www.energystar.gov"
"Whirlpool","EL7JWKLMQ*",616,"kWh/year","www.energystar.gov"
"Whirlpool","EL7JWKLMS*",616,"kWh/year","www.energystar.gov"
"Whirlpool","EL7JWKRMQ*",616,"kWh/year","www.energystar.gov"
"Whirlpool","EL7JWKRMS*",616,"kWh/year","www.energystar.gov"
"Whirlpool","EV161FZRQ**",409,"kWh/year","www.energystar.gov"
"Whirlpool","EV161FZTQ",409,"kWh/year","www.energystar.gov"
"Whirlpool","EV161NZRQ*",582,"kWh/year","www.energystar.gov"
"Whirlpool","EV161NZTQ",582,"kWh/year","www.energystar.gov"
"Whirlpool","EV165NXRQ",582,"kWh/year","www.energystar.gov"
"Whirlpool","EV165NXTN",582,"kWh/year","www.energystar.gov"
"Whirlpool","EV171NYLB*",616,"kWh/year","www.energystar.gov"
"Whirlpool","EV171NYLQ*",616,"kWh/year","www.energystar.gov"
"Whirlpool","EV171NYLS*",616,"kWh/year","www.energystar.gov"
"Whirlpool","EV171NYMB*",616,"kWh/year","www.energystar.gov"
"Whirlpool","EV171NYMQ*",616,"kWh/year","www.energystar.gov"
"Whirlpool","EV171NYMS*",616,"kWh/year","www.energystar.gov"
"Whirlpool","EV181FZTQ",430,"kWh/year","www.energystar.gov"
"Whirlpool","EV181N*",635,"kWh/year","www.energystar.gov"
"Whirlpool","EV181NXTN",635,"kWh/year","www.energystar.gov"
"Whirlpool","EV181NZTQ",635,"kWh/year","www.energystar.gov"
"Whirlpool","EV185NXTN",635,"kWh/year","www.energystar.gov"
"Whirlpool","EV187NYR*",635,"kWh/year","www.energystar.gov"
"Whirlpool","EV188NYW*",635,"kWh/year","www.energystar.gov"
"Whirlpool","EV201NX*Q**",671,"kWh/year","www.energystar.gov"
"Whirlpool","EV201NYMQ",671,"kWh/year","www.energystar.gov"
"Whirlpool","EV201NZRQ*",671,"kWh/year","www.energystar.gov"
"Whirlpool","EV201NZTQ",671,"kWh/year","www.energystar.gov"
"Whirlpool","EV205NXTN",671,"kWh/year","www.energystar.gov"
"Whirlpool","EV205NZTQ",671,"kWh/year","www.energystar.gov"
"Whirlpool","EV209NBTN",671,"kWh/year","www.energystar.gov"
"Whirlpool","EV209NBTQ",671,"kWh/year","www.energystar.gov"
"Whirlpool","EVL165NXRQ*",582,"kWh/year","www.energystar.gov"
"Whirlpool","EVL181FXRQ*",430,"kWh/year","www.energystar.gov"
"Whirlpool","EVL181NXTQ*",635,"kWh/year","www.energystar.gov"
"Whirlpool","EVL182NXTN",635,"kWh/year","www.energystar.gov"
"Whirlpool","EVL201NXRQ**",671,"kWh/year","www.energystar.gov"
"Whirlpool","EVL202NXTN",671,"kWh/year","www.energystar.gov"
"Whirlpool","EVL209NBTQ",671,"kWh/year","www.energystar.gov"
"Whirlpool","F2027DW4",671,"kWh/year","www.energystar.gov"
"Wood's","C09**E",251,"kWh/year","www.energystar.gov"
"Wood's","C10**E",282,"kWh/year","www.energystar.gov"
"Wood's","C101***",282,"kWh/year","www.energystar.gov"
"Wood's","C101**E",282,"kWh/year","www.energystar.gov"
"Wood's","C12**E",298,"kWh/year","www.energystar.gov"
"Wood's","C151***",354,"kWh/year","www.energystar.gov"
"Wood's","C17**E",360,"kWh/year","www.energystar.gov"
"Wood's","C171***",360,"kWh/year","www.energystar.gov"
"Wood's","C171**E",360,"kWh/year","www.energystar.gov"
"Wood's","C20**E",415,"kWh/year","www.energystar.gov"
"Wood's","C22**E",460,"kWh/year","www.energystar.gov"
"Wood's","C2215W3",460,"kWh/year","www.energystar.gov"
"Wood's","F161*RW3",582,"kWh/year","www.energystar.gov"
"Wood's","F1613RW3",582,"kWh/year","www.energystar.gov"
"Wood's","F17BCRE",616,"kWh/year","www.energystar.gov"
"Wood's","F17SCLE",616,"kWh/year","www.energystar.gov"
"Wood's","F17WCE",616,"kWh/year","www.energystar.gov"
"Wood's","F18**",635,"kWh/year","www.energystar.gov"
"Wood's","F1815R*",635,"kWh/year","www.energystar.gov"
"Wood's","F2017RW3",671,"kWh/year","www.energystar.gov"
"Wood's","F2019RW3",671,"kWh/year","www.energystar.gov"
"Wood's","F20W*E",671,"kWh/year","www.energystar.gov"
"Wood's","FP18**",635,"kWh/year","www.energystar.gov"
"Wood's","FP1816L*",635,"kWh/year","www.energystar.gov"
"Wood's","RFC17WBE",616,"kWh/year","www.energystar.gov"
"Wood's","V10W*E",353,"kWh/year","www.energystar.gov"
"Wood's","V15W*E",409,"kWh/year","www.energystar.gov"
"Wood's","V1613RW3",409,"kWh/year","www.energystar.gov"
"Wood's","V17W*E",430,"kWh/year","www.energystar.gov"
"Wood's","V1813RW3",430,"kWh/year","www.energystar.gov"
