"productType","brand","modelName","modelNumber","category","energyPerTime","units","source"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2757-4Nx","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2757-4Rx","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2757-LPx","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2757-FPx","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Latitude","Latitude E6400","A",37.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Latitude","Latitude E6500","A",37.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","G60V","G60V","C",70.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","G61V","G61V","C",70.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","G51V","G51V","C",70.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Latitude","E6500 (DSC)","B",47,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Precision ","Precision M4400","C",48.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Latitude","Latitude ATG E6400","A",36.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Latitude","E6400 (DSC)","B",46.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Precision","Precison M2400","B",46,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Latitude","Latitude E4200","A",38.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Latitude","Latitude E4300","A",38.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Latitude","Latitude E5500","A",28.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Latitude ","Latitude E5400","A",29,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Fujitsu","LIFEBOOK E8420","LIFEBOOK E8420","B",49,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Fujitsu","ST6012","ST6012","A",30.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Fujitsu","Lifebook T5010","Lifebook T5010","A",39.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Fujitsu","Lifebook U2010","Lifebook U2010","A",17,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-BZ540N/B","VGN-BZ540N/B","A",27.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-BZ570","VGN-BZ570","A",27.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-BZ579","VGN-BZ579","A",27.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-BZ560","VGN-BZ560","A",28,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-BZ562","VGN-BZ562","A",28,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-BZ569","VGN-BZ569","A",28,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW480J/B","VGN-FW480J/B","B",38.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW480J/H","VGN-FW480J/H","B",38.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW460J/T","VGN-FW460J/T","B",34.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","K70AC","X70AC","A",34.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","VX5","VX5","C",49.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW150D/S","VGN-NW150D/S","A",33.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","K51AC","X5EAC","A",33.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS390DGB","VGN-CS390DGB","B",39,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","PP41L","Inspiron 1545","B",49.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Panasonic","CF-W7B","CF-W7B","A",32.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-NC20","NT-NC20","A",27.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-NB20","NT-NB20","A",27.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","HP","G70 series notebook PC","G70t","A",30.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","HP","G70 series notebook PC","G70t","B",34,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-R470","NT-R470","B",46.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-X460","NT-X460","B",48.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-X460H","NP-X460H","B",48.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-X460H","NT-X460H","B",48.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-X360","NT-X360","A",36.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-X360H","NP-X360H","A",36.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-X360H","NT-X360H","A",36.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-R720","NT-R720","B",46.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-R720H","NT-R720H","B",46.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-N310","NT-N310","A",28.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-N309","NP-N309","A",28.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-N309","NT-N309","A",28.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-N510","NP-N510","A",33.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-N510","NT-N510","A",33.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-N511","NT-N511","A",33.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","K70IJ","X70IJ","A",33.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-R420","NT-R420","A",25.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-R419","NP-R419","A",25.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-R419","NT-R419","A",25.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","BenQ","U121*******","DH1200","A",25.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","BenQ","U102****","DH1000","A",18.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","HP","Pavilion dv7 series notebook PC (AMD)","dv7-1300aa to dv7-1399zz","A",34.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Transource","RoadRunner","NB-M15A","A",38.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Transource","RoadRunner","NB-M15A-1/160","A",38.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Transource","RoadRunner","NB-M15A-1/320","A",38.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS390","VGN-CS390","A",39.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS390C","VGN-CS390C","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","Eee PC 1101HA","1101HA","A",17.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","Eee PC 1008HA","1008HA","A",21.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Fujitsu","LifeBook S6421","LifeBook S6421","A",38.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Latitude E6400 XFR","P02G001","A",37.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Fujitsu","Lifebook U2020","Lifebook U2020","A",17,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","Eee PC 900HDB","900HDB","A",35,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","Eee PC 1003HAG","1003HAG","A",30.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","Eee PC 1005HA",1005,"A",22.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","Eee PC S101","S101","A",25.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","NB200/205","PLL20U","A",18,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","NB200/205","PLL20A","A",18,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","NB200/205","PLL20C","A",18,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","NB200/205","PLL20T","A",18,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","NB200/205","PLL25U","A",18,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","NB200/205","PLL25A","A",18,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","NB200/205","PLL25C","A",18,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","NB200/205","PLL25T","A",18,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Acer","MS2263","Aspire 3935 series","A",26.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Panasonic","CF-F8G series","CF-F8G series","A",25.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Panasonic","CF-T8G series","CF-T8G series","A",27.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Panasonic","CF-W8G series","CF-W8G series","A",25.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite A500/505","PSAP0U","A",27.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite A500/505","PSAP0C","A",27.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite A500","PSAP3U","B",42.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite A500","PSAP3C","B",42.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite M500D/505D","PSMGQU","A",35.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite M500D/505D","PSMGQC","A",35.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite M500/505","PSMG2U","A",35.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite M500/505","PSMG2C","A",35.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite M500/M505","PSMGDU","B",44.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite M500/505","PSMGDC","B",44.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite L510/515","PSLF2U","A",28.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite L510/515","PSLF2C","A",28.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite L500D/505D","PSLM0U","A",32.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite L500D/505D","PSLM0C","A",32.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite L500D/505D","PSLM3U","C",41.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite L500D/505D","PSLM3C","C",41.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite L500D/505D","PSLM3A","C",41.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite L500D/505D","PSLM3T","C",41.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite L500/505","PSLL0U","A",28.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellte L500/505","PSLL0C","A",28.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellte L500/505","PSLL0A","A",28.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellte L500/505","PSLL0T","A",28.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite P500D/505D","PSPF0U","A",37.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite P500D/505D","PSPF0C","A",37.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite P500D/505D","PSPF0A","A",37.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite P500D/505D","PSPF0T","A",37.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite P500/505","PSPE0U","A",35.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite P500/505","PSPE0C","A",35.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite P500/505","PSPE0A","A",35.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite P500/505","PSPE0T","A",35.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite P500/P505","PSPE8U","B",51.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite P500/505","PSPE8C","B",51.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite P500/505","PSPE8A","B",51.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite P500/505","PSPE8T","B",51.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Toshiba","Satellite L550D/555D","PSLP0U","A",28.7,"kWh/year","www.energystar.gov"
