"companyName","brandName","model","series","energyPerTime","units","source"
"Sharp Electronics Corporation","Sharp","LC-22SB27UT","LC22SB27UT",84,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-26DV24U","LC26DV24U",162,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-26SB14U","LC26SB14U",161,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-26SB24U","LC26SB24U",161,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-32BD60U","LC32BD60U",168,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-32D44U","LC32D44U",175,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-32D47U","LC32D47U",157,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-32D64U","LC32D64U",215,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-32DV24U","LC32DV24U",217,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-32E67U","LC32E67U",168,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-32GP2U","LC32GP2U",215,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-32GP3U(B)","LC32GP3U(B)",215,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-32GP3U(R)","LC32GP3U(R)",215,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-32GP3U(W)","LC32GP3U(W)",215,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-32SB21U","LC32SB21U",175,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-32SB220U","LC32SB220U",175,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-32SB23U","LC32SB23U",175,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-32SB24U","LC32SB24U",175,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-32SB27U","LC32SB27U",157,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-37BD60U","LC37BD60U",222,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-37D44U","LC37D44U",221,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-37D64U","LC37D64U",269,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-37SB24U","LC37SB24U",221,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-40E67U","LC40E67U",235,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-40E67UN","LC40E67UN",224,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-40E77U","LC40E77U",235,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-40E77UN","LC40E77UN",224,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-42BD80U","LC42BD80U",234,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-42D65U","LC42D65U",313,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-42D65UT","LC42D65UT",313,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-42D85U","LC42D85U",313,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-42SB45U","LC42SB45U",383,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-42SB45UT","LC42SB45UT",383,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-46BD80U","LC46BD80U",276,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-46BD80UN","LC46BD80UN",276,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-46D65U","LC46D65U",331,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-46D85U","LC46D85U",331,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-46D85UN","LC46D85UN",286,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-46E77U","LC46E77U",301,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-46E77UN","LC-46E77UN",286,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-46SB54U","LC46SB54U",369,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-46SB57U","LC46SB57U",301,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-46SB57UN","LC46SB57UN",286,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-46SE941U","LC46SE941U",415,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-46SE94U","LC46SE94U",415,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-52BD80U","LC52BD80U",321,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-52D65U","LC52D65U",423,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-52D85U","LC52D85U",423,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-52D85UN","LC52D85UN",321,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-52E77U","LC52E77U",341,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-52E77UN","LC52E77UN",321,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-52SB55U","LC52SB55U",459,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-52SB55U","LC52S55U",423,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-52SB57U","LC52SB57U",341,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-52SB57UN","LC52SB57UN",321,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-52SE941U","LC52SE941U",497,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-52SE94U","LC52SE94U",497,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-52XS1U/TU-X1U","LC-52XS1U/TU-X1U",552,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-65D64U","LC65D64U",732,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-65SE94U","LC65SE94U",733,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-65XS1U/TU-X1U","LC65XS1U/TUX1U",735,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-C3234U","LCC3234U",175,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-C3237U","LCC3237U",157,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-C4067U","LCC4067U",235,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-C4067UN","LCC4067UN",224,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-C4654U","LCC4654U",369,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-C4655U","LCC4655U",331,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-C4677U","LCC4677U",301,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-C4677UN","LCC4677UN",286,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-C5255U","LCC5255U",459,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-C5277U","LCC5277U",341,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-C5277UN","LCC5277UN",321,"kWh/year","energystar.gov"
"Sharp Electronics Corporation","Sharp","LC-C6554U","LCC6554U",732,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-19M4000","KDL-19M4000",81,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-22L4000","KDL-22L4000",90,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-22L5000","KDL-22L5000",82,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-26FA400","KDL-26FA400",126,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-26L5000","KDL-26L5000",121,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-26M4000","KDL-26M4000",131,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-26N4000","KDL-26N4000",126,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-26NL140","KDL-26NL140",131,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-32FA400","KDL-32FA400",172,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-32FA500","KDL-32FA500",181,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-32L4000","KDL-32L4000",202,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-32L4010","KDL-32L4010",167,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-32L5000","KDL-32L5000",202,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-32L504","KDL-32L504",178,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-32LL150","KDL-32LL150",202,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-32M4000","KDL-32M4000",168,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-32N4000","KDL-32N4000",172,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-32NL140","KDL-32NL140",168,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-32S5100","KDL-32S5100",175,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-32VL140","KDL-32VL140",200,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-32XBR6","KDL-32XBR6",200,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-32XBR9","KDL-32XBR9",175,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-37FA400","KDL-37FA400",254,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-37FA500","KDL-37FA500",262,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-37L4000","KDL-37L4000",243,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-37L5000","KDL-37L5000",258,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-37M4000","KDL-37M4000",253,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-37N4000","KDL-37N4000",254,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-37NL140","KDL-37NL140",253,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-37XBR6","KDL-37XBR6",256,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40M4000","KDL-40M4000",252,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40S4100","KDL-40S4100",312,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40S5100","KDL-40S5100",285,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40SL140","KDL-40SL140",237,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40SL150","KDL-40SL150",285,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40V4100","KDL-40V4100",257,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40V4150","KDL-40V4150",257,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40V5100","KDL-40V5100",285,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40VE5","KDL-40VE5",166,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40VL160","KDL-40VL160",293,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40W4100","KDL-40W4100",269,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40W5100","KDL-40W5100",278,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40WL140","KDL-40WL140",269,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40XBR6","KDL-40XBR6",279,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40XBR7","KDL-40XBR7",313,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40XBR9","KDL-40XBR9",295,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40Z4100","KDL-40Z4100",274,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-40Z5100","KDL-40Z5100",295,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-42V4100","KDL-42V4100",289,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46S4100","KDL-46S4100",388,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46S5100","KDL-46S5100",358,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46SL140","KDL-46SL140",320,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46V4100","KDL-46V4100",321,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46V5100","KDL-46V5100",358,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46VE5","KDL-46VE5",194,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46VL160","KDL-46VL160",339,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46W4100","KDL-46W4100",345,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46W4150","KDL-46W4150",345,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46W5100","KDL-46W5100",324,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46W5150","KDL-46W5150",324,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46WL140","KDL-46WL140",345,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46XBR6","KDL-46XBR6",337,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46XBR8","KDL-46XBR8",417,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46XBR9","KDL-46XBR9",346,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46Z4100","KDL-46Z4100",344,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-46Z5100","KDL-46Z5100",346,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-52S4100","KDL-52S4100",514,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-52S5100","KDL-52S5100",431,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-52V4100","KDL-52V4100",335,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-52V5100","KDL-52V5100",449,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-52VE5","KDL-52VE5",212,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-52VL150","KDL-52VL150",449,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-52W4100","KDL-52W4100",355,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-52W5100","KDL-52W5100",411,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-52W5150","KDL-52W5150",411,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-52WL140","KDL-52WL140",355,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-52XBR6","KDL-52XBR6",353,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-52XBR7","KDL-52XBR7",535,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-52XBR9","KDL-52XBR9",458,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-52Z5100","KDL-52Z5100",458,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-55V5100","KDL-55V5100",449,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-55XBR8","KDL-55XBR8",455,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-65W5100","KDL-65W5100",594,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KDL-70XBR7","KDL-70XBR7",817,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","KLV-40ZX1M","KLV-40ZX1M",290,"kWh/year","energystar.gov"
"Sony Electronics Inc.","Sony","XEL-1","XEL-1",52,"kWh/year","energystar.gov"
"Tatung Co., Ltd.","Tatung","V19ZMCS-UWA","V19ZMCS-UWA",41,"kWh/year","energystar.gov"
"Tatung Co., Ltd.","Tatung","V22ZMCS-UWA","V22ZMCS-UWA",41,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","15LV505","15LV505",49,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","15LV506","15LV506",49,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","19AV500U","19AV500U",81,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","19AV501U","19AV501U",81,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","19AV51U","19AV51U",81,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","19AV600U","19AV600U",52,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","19AV600UZ","19AV600UZ",52,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","19LV505","19LV505",84,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","19LV506","19LV506",84,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","19LV50KW","19LV50KW",84,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","19LV610C","19LV610C",50,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","19LV610U","19LV610U",50,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","19LV611U","19LV611U",50,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","19LV61K","19LV61K",50,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","19LV61KW","19LV61KW",50,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","22AV500U","22AV500U",74,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","22AV600U","22AV600U",71,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","22AV600UZ","22AV600UZ",71,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","22AV60U","22AV60U",71,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","22LV505","22LV505",93,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","22LV506","22LV506",93,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","22LV50K","22LV50K",93,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","22LV610C","22LV610C",80,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","22LV610U","22LV610U",80,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","22LV611U","22LV611U",80,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","22LV61K","22LV61K",80,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","22LV61KW","22LV61KW",80,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","26AV502R","26AV502R",122,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","26AV502U","26AV502U",115,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","26AV52R","26AV52R",122,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","26AV52U","26AV52U",115,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","26LV610C","26LV610C",156,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","26LV610U","26LV610U",156,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","26LV61K","26LV61K",156,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","32AV502R","32AV502R",151,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","32AV502RZ","32AV502RZ",151,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","32AV502U","32AV502U",143,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","32AV50SU","32AV50SU",143,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","32AV52R","32AV52R",129,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","37AV502R","37AV502R",173,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","37AV502U","37AV502U",207,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","37AV52R","37AV52R",173,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","37AV52U","37AV52U",207,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","40RV525R","40RV525R",237,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","40RV525RZ","40RV525RZ",237,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","40RV525U","40RV525U",238,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","40RV52R","40RV52R",236,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","40RV52U","40RV52U",238,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","40XV640U","40XV640U",281,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","40XV645U","40XV645U",280,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","40XV648U","40XV648U",271,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","42RV535U","42RV535U",307,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","42XV545U","42XV545U",290,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","42ZV650U","42ZV650U",246,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","42ZV655U","42ZV655U",246,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","46RV525R","46RV525R",286,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","46RV525RZ","46RV525RZ",286,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","46RV525U","46RV525U",312,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","46RV535U","46RV535U",362,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","46SV670U","46SV670U",248,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","46XV545U","46XV545U",371,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","46XV640U","46XV640U",305,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","46XV640UZ","46XV640UZ",305,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","46XV645U","46XV645U",328,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","46XV648U","46XV648U",321,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","47ZV650U","47ZV650U",290,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","52RV535U","52RV535U",402,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","52XV545U","52XV545U",444,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","52XV645U","52XV645U",424,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","52XV648U","52XV648U",387,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","55SV670U","55SV670U",320,"kWh/year","energystar.gov"
"Toshiba America Consumer Products, L.L.C.","Toshiba","55ZV650U","55ZV650U",371,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L19HD41","L19HD41",54,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L22HD31","L22HD31",93,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L22HD41","L22HD41",80,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L26HD31","L26HD31",155,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L26HD31R","L26HD31R",123,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L26HD32D","L26HD32D",164,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L26HD35D","L26HD35D",169,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L26HD41","L26HD41",123,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L32HD31","L32HD31",215,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L32HD31R","L32HD31R",187,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L32HD32D","L32HD32D",212,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L32HD36","L32HD36",219,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L32HD41","L32HD41",187,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L40FHD380","L40FHD380",243,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L40FHD41","L40FHD41",327,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L40HD33D","L40HD33D",345,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L40HD36","L40HD36",333,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L42FHD2X48","L42FHD2X48",346,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L42FHD37","L42FHD37",246,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L42FHD37R","L42FHD37R",352,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L42FHD38","L42FHD38",220,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L46FHD2X48","L46FHD2X48",406,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L46FHD37","L46FHD37",299,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L46FHD37R","L46FHD37R",384,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L46FHD38","L46FHD38",315,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L52FHD2X48","L52FHD2X48",497,"kWh/year","energystar.gov"
"TTE Corporation","RCA","L52FHD38","L52FHD38",283,"kWh/year","energystar.gov"
"TTE Corporation","TCL","L22HD32D","L22HD32D",99,"kWh/year","energystar.gov"
"ViewSonic Corporation","ViewSonic","N1630w","VS12114-1M",41,"kWh/year","energystar.gov"
"ViewSonic Corporation","ViewSonic","N1930w-2M","VS12115-2M",69,"kWh/year","energystar.gov"
"ViewSonic Corporation","ViewSonic","N2201w","VS12247-1M",88,"kWh/year","energystar.gov"
