homeDwellingType,homeNoOfBedrooms,homeFuel,homeAge,type,kgCO2PerYear,units,source,default
semi-detached house,5,oil,1930-1995,boiler (average-5-10yrs old),6469,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,1930-1995,boiler (new-less than 5 yrs old),6088,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,1930-1995,room heaters,9704,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,1930-1995,boiler (condensing),5750,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,1930-1995,warm air,7393,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,pre 1930,boiler (old-12-15yrs old),9953,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,pre 1930,boiler (average-5-10yrs old),8087,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,pre 1930,boiler (new-less than 5 yrs old),7611,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,pre 1930,room heaters,12057,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,pre 1930,boiler (condensing),7188,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,pre 1930,warm air,9242,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,post 1995,boiler (old-12-15yrs old),5595,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,post 1995,boiler (average-5-10yrs old),4546,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,post 1995,boiler (new-less than 5 yrs old),4278,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,post 1995,room heaters,6907,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,post 1995,boiler (condensing),4041,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,oil,post 1995,warm air,5195,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,lpg,1930-1995,boiler (old-12-15yrs old),7454,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,lpg,1930-1995,boiler (average-5-10yrs old),6212,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,lpg,1930-1995,boiler (new-less than 5 yrs old),5590,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,lpg,1930-1995,boiler (condensing),5082,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,lpg,pre 1930,boiler (old-12-15yrs old),9335,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,lpg,pre 1930,boiler (average-5-10yrs old),7779,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,lpg,pre 1930,boiler (new-less than 5 yrs old),7001,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,lpg,pre 1930,boiler (condensing),6365,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,lpg,post 1995,boiler (old-12-15yrs old),5241,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,lpg,post 1995,boiler (average-5-10yrs old),4368,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,lpg,post 1995,boiler (new-less than 5 yrs old),3931,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,lpg,post 1995,boiler (condensing),3574,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,biomass,1930-1995,boiler (wood chip/pellets),796,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,biomass,1930-1995,stove,2892,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,biomass,pre 1930,boiler (wood chip/pellets),1008,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,biomass,pre 1930,stove,3105,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,biomass,post 1995,boiler (wood chip/pellets),549,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,biomass,post 1995,stove,2645,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,electricity,1930-1995,modern storage heaters (slim line),12149,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,electricity,1930-1995,old storage heaters (large volume),12149,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,electricity,1930-1995,room heaters (convector panel or radiant heaters),10529,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,electricity,pre 1930,modern storage heaters (slim line),15424,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,electricity,pre 1930,old storage heaters (large volume),15424,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,electricity,pre 1930,room heaters (convector panel or radiant heaters),13173,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,electricity,post 1995,modern storage heaters (slim line),8366,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,electricity,post 1995,old storage heaters (large volume),8366,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,electricity,post 1995,room heaters (convector panel or radiant heaters),7420,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,coal,1930-1995,boiler-manual feed,12665,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,coal,1930-1995,boiler automatic (gravity) feed,11610,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,coal,1930-1995,open fires,19974,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,coal,1930-1995,closed room heaters,11700,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,coal,pre 1930,boiler-manual feed,16050,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,coal,pre 1930,boiler automatic (gravity) feed,14712,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,coal,pre 1930,open fires,25792,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,coal,pre 1930,closed room heaters,14803,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,coal,post 1995,boiler-manual feed,8740,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,coal,post 1995,boiler automatic (gravity) feed,8012,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,coal,post 1995,open fires,13228,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,coal,post 1995,closed room heaters,8102,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,1930-1995,boiler (old-12-15yrs old),6824,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,1930-1995,boiler (average-5-10yrs old),5687,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,1930-1995,boiler (new-less than 5 yrs old),5250,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,1930-1995,room heaters,7828,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,1930-1995,warm air,5850,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,1930-1995,back boiler,6299,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,1930-1995,boiler (condensing),4653,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,pre 1930,boiler (old-12-15yrs old),8547,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,pre 1930,boiler (average-5-10yrs old),7122,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,pre 1930,boiler (new-less than 5 yrs old),6574,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,pre 1930,room heaters,9610,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,pre 1930,warm air,7326,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,pre 1930,back boiler,7889,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,pre 1930,boiler (condensing),5827,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,post 1995,boiler (old-12-15yrs old),4799,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,post 1995,boiler (average-5-10yrs old),3999,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,post 1995,boiler (new-less than 5 yrs old),3691,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,post 1995,room heaters,5732,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,post 1995,warm air,4113,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,post 1995,back boiler,4430,kgco2/year,defra/bre/dgen 2007,
semi-detached house,5,gas,post 1995,boiler (condensing),3272,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,1930-1995,boiler (old-12-15yrs old),8846,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,1930-1995,boiler (average-5-10yrs old),7187,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,1930-1995,boiler (new-less than 5 yrs old),6764,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,1930-1995,room heaters,10782,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,1930-1995,boiler (condensing),6389,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,1930-1995,warm air,8214,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,pre 1930,boiler (old-12-15yrs old),11059,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,pre 1930,boiler (average-5-10yrs old),8985,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,pre 1930,boiler (new-less than 5 yrs old),8457,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,pre 1930,room heaters,13397,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,pre 1930,boiler (condensing),7987,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,pre 1930,warm air,10269,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,post 1995,boiler (old-12-15yrs old),6216,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,post 1995,boiler (average-5-10yrs old),5051,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,post 1995,boiler (new-less than 5 yrs old),4754,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,post 1995,room heaters,7674,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,post 1995,boiler (condensing),4489,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,oil,post 1995,warm air,5772,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,lpg,1930-1995,boiler (old-12-15yrs old),8282,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,lpg,1930-1995,boiler (average-5-10yrs old),6902,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,lpg,1930-1995,boiler (new-less than 5 yrs old),6211,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,lpg,1930-1995,boiler (condensing),5647,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,lpg,pre 1930,boiler (old-12-15yrs old),10372,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,lpg,pre 1930,boiler (average-5-10yrs old),8643,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,lpg,pre 1930,boiler (new-less than 5 yrs old),7779,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,lpg,pre 1930,boiler (condensing),7072,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,lpg,post 1995,boiler (old-12-15yrs old),5824,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,lpg,post 1995,boiler (average-5-10yrs old),4853,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,lpg,post 1995,boiler (new-less than 5 yrs old),4368,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,lpg,post 1995,boiler (condensing),3971,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,biomass,1930-1995,boiler (wood chip/pellets),884,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,biomass,1930-1995,stove,3213,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,biomass,pre 1930,boiler (wood chip/pellets),1120,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,biomass,pre 1930,stove,3450,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,biomass,post 1995,boiler (wood chip/pellets),610,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,biomass,post 1995,stove,2939,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,electricity,1930-1995,modern storage heaters (slim line),13499,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,electricity,1930-1995,old storage heaters (large volume),13499,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,electricity,1930-1995,room heaters (convector panel or radiant heaters),11699,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,electricity,pre 1930,modern storage heaters (slim line),17138,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,electricity,pre 1930,old storage heaters (large volume),17138,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,electricity,pre 1930,room heaters (convector panel or radiant heaters),14636,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,electricity,post 1995,modern storage heaters (slim line),9296,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,electricity,post 1995,old storage heaters (large volume),9296,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,electricity,post 1995,room heaters (convector panel or radiant heaters),8245,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,coal,1930-1995,boiler-manual feed,14072,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,coal,1930-1995,boiler automatic (gravity) feed,12899,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,coal,1930-1995,open fires,22193,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,coal,1930-1995,closed room heaters,13000,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,coal,pre 1930,boiler-manual feed,17833,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,coal,pre 1930,boiler automatic (gravity) feed,16347,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,coal,pre 1930,open fires,28657,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,coal,pre 1930,closed room heaters,16447,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,coal,post 1995,boiler-manual feed,9711,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,coal,post 1995,boiler automatic (gravity) feed,8902,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,coal,post 1995,open fires,14698,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,coal,post 1995,closed room heaters,9002,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,1930-1995,boiler (old-12-15yrs old),7583,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,1930-1995,boiler (average-5-10yrs old),6319,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,1930-1995,boiler (new-less than 5 yrs old),5833,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,1930-1995,room heaters,8698,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,1930-1995,warm air,6499,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,1930-1995,back boiler,6999,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,1930-1995,boiler (condensing),5170,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,pre 1930,boiler (old-12-15yrs old),9496,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,pre 1930,boiler (average-5-10yrs old),7913,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,pre 1930,boiler (new-less than 5 yrs old),7305,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,pre 1930,room heaters,10677,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,pre 1930,warm air,8139,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,pre 1930,back boiler,8765,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,pre 1930,boiler (condensing),6474,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,post 1995,boiler (old-12-15yrs old),5332,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,post 1995,boiler (average-5-10yrs old),4443,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,post 1995,boiler (new-less than 5 yrs old),4102,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,post 1995,room heaters,6370,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,post 1995,warm air,4570,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,post 1995,back boiler,4922,kgco2/year,defra/bre/dgen 2007,
semi-detached house,more than 5,gas,post 1995,boiler (condensing),3635,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,1930-1995,boiler (old-12-15yrs old),3537,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,1930-1995,boiler (average-5-10yrs old),2873,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,1930-1995,boiler (new-less than 5 yrs old),2704,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,1930-1995,room heaters,4398,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,1930-1995,boiler (condensing),2554,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,1930-1995,warm air,3284,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,pre 1930,boiler (old-12-15yrs old),4172,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,pre 1930,boiler (average-5-10yrs old),3390,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,pre 1930,boiler (new-less than 5 yrs old),3191,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,pre 1930,room heaters,5149,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,pre 1930,boiler (condensing),3013,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,pre 1930,warm air,3874,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,post 1995,boiler (old-12-15yrs old),2785,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,post 1995,boiler (average-5-10yrs old),2263,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,post 1995,boiler (new-less than 5 yrs old),2130,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,post 1995,room heaters,3510,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,post 1995,boiler (condensing),2012,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,oil,post 1995,warm air,2586,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,lpg,1930-1995,boiler (old-12-15yrs old),3313,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,lpg,1930-1995,boiler (average-5-10yrs old),2761,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,lpg,1930-1995,boiler (new-less than 5 yrs old),2485,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,lpg,1930-1995,boiler (condensing),2259,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,lpg,pre 1930,boiler (old-12-15yrs old),3905,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,lpg,pre 1930,boiler (average-5-10yrs old),3254,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,lpg,pre 1930,boiler (new-less than 5 yrs old),2928,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,lpg,pre 1930,boiler (condensing),2662,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,lpg,post 1995,boiler (old-12-15yrs old),2603,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,lpg,post 1995,boiler (average-5-10yrs old),2169,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,lpg,post 1995,boiler (new-less than 5 yrs old),1952,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,lpg,post 1995,boiler (condensing),1775,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,biomass,1930-1995,boiler (wood chip/pellets),346,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,biomass,1930-1995,stove,1885,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,biomass,pre 1930,boiler (wood chip/pellets),412,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,biomass,pre 1930,stove,1951,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,biomass,post 1995,boiler (wood chip/pellets),268,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,biomass,post 1995,stove,1807,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,electricity,1930-1995,modern storage heaters (slim line),5268,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,electricity,1930-1995,old storage heaters (large volume),5268,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,electricity,1930-1995,room heaters (convector panel or radiant heaters),4698,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,electricity,pre 1930,modern storage heaters (slim line),6283,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,electricity,pre 1930,old storage heaters (large volume),6283,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,electricity,pre 1930,room heaters (convector panel or radiant heaters),5529,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,electricity,post 1995,modern storage heaters (slim line),4080,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,electricity,post 1995,old storage heaters (large volume),4080,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,electricity,post 1995,room heaters (convector panel or radiant heaters),3700,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,coal,1930-1995,boiler-manual feed,5501,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,coal,1930-1995,boiler automatic (gravity) feed,5043,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,coal,1930-1995,open fires,8141,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,coal,1930-1995,closed room heaters,5111,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,coal,pre 1930,boiler-manual feed,6554,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,coal,pre 1930,boiler automatic (gravity) feed,6008,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,coal,pre 1930,open fires,9951,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,coal,pre 1930,closed room heaters,6076,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,coal,post 1995,boiler-manual feed,4267,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,coal,post 1995,boiler automatic (gravity) feed,3911,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,coal,post 1995,open fires,6020,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,coal,post 1995,closed room heaters,3979,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,1930-1995,boiler (old-12-15yrs old),3033,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,1930-1995,boiler (average-5-10yrs old),2528,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,1930-1995,boiler (new-less than 5 yrs old),2333,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,1930-1995,room heaters,3703,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,1930-1995,warm air,2600,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,1930-1995,back boiler,2800,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,1930-1995,boiler (condensing),2068,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,pre 1930,boiler (old-12-15yrs old),3575,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,pre 1930,boiler (average-5-10yrs old),2979,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,pre 1930,boiler (new-less than 5 yrs old),2750,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,pre 1930,room heaters,4263,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,pre 1930,warm air,3064,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,pre 1930,back boiler,3300,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,pre 1930,boiler (condensing),2437,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,post 1995,boiler (old-12-15yrs old),2383,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,post 1995,boiler (average-5-10yrs old),1986,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,post 1995,boiler (new-less than 5 yrs old),1833,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,post 1995,room heaters,3031,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,post 1995,warm air,2043,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,post 1995,back boiler,2200,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,1,gas,post 1995,boiler (condensing),1625,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,1930-1995,boiler (old-12-15yrs old),3537,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,1930-1995,boiler (average-5-10yrs old),2873,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,1930-1995,boiler (new-less than 5 yrs old),2704,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,1930-1995,room heaters,4398,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,1930-1995,boiler (condensing),2554,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,1930-1995,warm air,3284,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,pre 1930,boiler (old-12-15yrs old),4172,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,pre 1930,boiler (average-5-10yrs old),3390,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,pre 1930,boiler (new-less than 5 yrs old),3191,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,pre 1930,room heaters,5149,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,pre 1930,boiler (condensing),3013,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,pre 1930,warm air,3874,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,post 1995,boiler (old-12-15yrs old),2785,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,post 1995,boiler (average-5-10yrs old),2263,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,post 1995,boiler (new-less than 5 yrs old),2130,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,post 1995,room heaters,3510,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,post 1995,boiler (condensing),2012,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,oil,post 1995,warm air,2586,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,lpg,1930-1995,boiler (old-12-15yrs old),3313,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,lpg,1930-1995,boiler (average-5-10yrs old),2761,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,lpg,1930-1995,boiler (new-less than 5 yrs old),2485,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,lpg,1930-1995,boiler (condensing),2259,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,lpg,pre 1930,boiler (old-12-15yrs old),3905,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,lpg,pre 1930,boiler (average-5-10yrs old),3254,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,lpg,pre 1930,boiler (new-less than 5 yrs old),2928,kgco2/year,defra/bre/dgen 2007,
mid-terrace house,2,lpg,pre 1930,boiler (condensing),2662,kgco2/year,defra/bre/dgen 2007,
