"brandName","modelName","modelNumber","energyPerTime","units","source"
"Hewlett Packard","HP CM8060 Color MFP with Edgeline Technology (C5909A/C5910A/C5911A/C5912A)","HP CM8060 Color MFP with Edgeline Technology (C5909A/C5910A/C5911A/C5912A)",1001.8,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP CM8060 Color MFP with Edgeline Technology (C5957A)","HP CM8060 Color MFP with Edgeline Technology (C5957A)",975.71,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP Color LaserJet CM2320fxi MFP","CC435A",109.57,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP Color LaserJet CM3530fs MFP","CC520A",307.84,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP Color LaserJet CM3530 MFP","CC519A",307.84,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP Color LaserJet CM4730_","CB480A_",386.11,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP Color LaserJet CM4730f_","CB481A_",386.11,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP Color LaserJet CM4730fm_","CB483A_",386.11,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP Color LaserJet CM4730fsk_","CB482A_",386.11,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP Color LaserJet CM6040f MFP","Q3939A",568.73,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP Color LaserJet CM6049f MFP","CE799A",568.73,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP LaserJet 1522nf MFP","CB534A",120.01,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP LaserJet M1120 MFP","CB537A",78.27,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP LaserJet M1120n MFP","CC459A",78.27,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP LaserJet M1319f MFP","CB536A",83.48,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP LaserJet M1522n MFP","CC372A",120.01,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP LaserJet M2727nf MFP","CB532A",146.1,"kWh/year","www.energystar.gov"
"Hewlett Packard","HP LaserJet M2727nfs MFP","CB533A",146.1,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet 3050 AIO","Q6504A",62.61,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet 3050z AIO","Q6510A",57.39,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet 3052 AIO","Q6502A",109.57,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet 3055 AIO","Q6503A",109.57,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet 3390 AIO","Q6500A",146.1,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet 3392 AIO","Q6501A",146.1,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet M1005 MFP","CB376A",62.61,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet M3035 MFP","CB414A",286.97,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet M3035 MFP","CC476A",286.97,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet M3035xs MFP","CB415A",286.97,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet M3035xs MFP","CC477A",286.97,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet M4345x MFP","CB426A",307.84,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet M4345xm MFP","CB428A",307.84,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet M4345xs MFP","CB427A",307.84,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet M4349x","CE796A",307.84,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet M5035 MFP","Q7829A",313.06,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet M5035x MFP","Q7830A",313.06,"kWh/year","www.energystar.gov"
"Hewlett Packard","LaserJet M5035xs MFP","Q7831A",313.06,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","Infoprint 1560 MFP","4543-101,102",506.12,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","Infoprint 1570 MFP","4542-001 011 101 111 d01 d11 002 012 112 d12",511.33,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","Infoprint 1572 MFP","4897-001 & -002",600.04,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","Infoprint 1580 MFP","4543-201 & -202",521.77,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","InfoPrint 1650 MFP","4544-d11,d12",474.81,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","InfoPrint 1850 MFP","4548-n01,n02,g01,g02",417.42,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","InfoPrint 1860 MFP","4566-dn1,dn2",417.42,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","InfoPrint 1870 MFP","4567-dn1,dn2",490.46,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","InfoPrint 1880 MFP","4568-fd1,fd2,bd1,bd2,tf1,tf2,tb1,tb2",495.68,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","InfoPrint 1930 MFP","4569-n01, n02,g01,g02",297.41,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","InfoPrint 1940 MFP","4570-hn1,hn2",297.41,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","InfoPrint 1940 MFP","4570-n01,n02",297.41,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","Infoprint Color 1759 MFP","4886-dn1,dn2",568.73,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","Infoprint Color 1769 MFP","4887-dn1,dn2",610.47,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","InfoPrint Color 1826 MFP","4989-dn1,dn2,xn2,dw1,dw2,gd1,gd2",245.23,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","InfoPrint Color 1846 MFP","4913-dn1,dn2,gd1,gd2",318.28,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","InfoPrint Color 1856 MFP","4914-dn1,dn2,gd1,gd2",370.46,"kWh/year","www.energystar.gov"
"InfoPrint Solutions Co","InfoPrint Color 1866 MFP","4915-dn1,dn2",370.46,"kWh/year","www.energystar.gov"
"Konica Minolta","1050e","1050e",0,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub 222","bizhub 222",109.57,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub 282","bizhub 282",130.44,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub 350","bizhub 350",318.28,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub 361","bizhub 361",193.05,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub 362","bizhub 362",151.31,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub 420","bizhub 420",427.85,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub 421","bizhub 421",433.07,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub 500","bizhub 500",526.99,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub 501","bizhub 501",568.73,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub 601","bizhub 601",730.48,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub 750","bizhub 750",1059.19,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub 751","bizhub 751",975.71,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub C20","bizhub C20",271.32,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub C200","bizhub C200",177.4,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub C203","bizhub C203",219.14,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub C253","bizhub C253",234.8,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub C353","bizhub C353",302.63,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub C450","bizhub C450",652.21,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub C550","bizhub C550",380.89,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub C552","bizhub C552",344.37,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub C650","bizhub C650",459.16,"kWh/year","www.energystar.gov"
"Konica Minolta","bizhub C652","bizhub C652",391.33,"kWh/year","www.energystar.gov"
"Konica Minolta","C451","C451",375.67,"kWh/year","www.energystar.gov"
"Konica Minolta","magicolor 1690MF","magicolor 1690MF",187.84,"kWh/year","www.energystar.gov"
"Konica Minolta","magicolor 2480MF","magicolor 2480MF",245.23,"kWh/year","www.energystar.gov"
"Konica Minolta","magicolor 35C-4","magicolor 35C-4",302.63,"kWh/year","www.energystar.gov"
"Konica Minolta","magicolor 4690MF","magicolor 4690MF",286.97,"kWh/year","www.energystar.gov"
"Konica Minolta","magicolor 4695MF","magicolor 4695MF",271.32,"kWh/year","www.energystar.gov"
"Copystar","CS 181","CS 181",99.14,"kWh/year","www.energystar.gov"
"Copystar","CS-1820","CS-1820",73.05,"kWh/year","www.energystar.gov"
"Copystar","CS 221","CS 221",120.01,"kWh/year","www.energystar.gov"
"Copystar","CS 250ci","CS 250ci",260.89,"kWh/year","www.energystar.gov"
"Copystar","CS-2540","CS-2540",104.35,"kWh/year","www.energystar.gov"
"Copystar","CS-2560","CS-2560",135.66,"kWh/year","www.energystar.gov"
"Copystar","CS 300ci","CS 300ci",271.32,"kWh/year","www.energystar.gov"
"Copystar","CS-3040","CS-3040",203.49,"kWh/year","www.energystar.gov"
"Copystar","CS-3050","CS-3050",219.14,"kWh/year","www.energystar.gov"
"Copystar","CS-3060","CS-3060",203.49,"kWh/year","www.energystar.gov"
"Copystar","CS 400ci","CS 400ci",438.29,"kWh/year","www.energystar.gov"
"Copystar","CS-4050","CS-4050",266.1,"kWh/year","www.energystar.gov"
"Copystar","CS 500ci","CS 500ci",469.59,"kWh/year","www.energystar.gov"
"Copystar","CS-5050","CS-5050",307.84,"kWh/year","www.energystar.gov"
"Kyocera","FS-1016MFP","FS-1016MFP",99.14,"kWh/year","www.energystar.gov"
"Kyocera","FS-1116MFP","FS-1116MFP",104.35,"kWh/year","www.energystar.gov"
"Kyocera","FS-C1020MFP","FS-C1020MFP",276.54,"kWh/year","www.energystar.gov"
"Kyocera","KM-1820","KM-1820",73.05,"kWh/year","www.energystar.gov"
"Kyocera","KM-2540","KM-2540",104.35,"kWh/year","www.energystar.gov"
"Kyocera","KM-2560","KM-2560",135.66,"kWh/year","www.energystar.gov"
"Kyocera","KM-3040","KM-3040",203.49,"kWh/year","www.energystar.gov"
"Kyocera","KM-3050","KM-3050",219.14,"kWh/year","www.energystar.gov"
"Kyocera","KM-3060","KM-3060",203.49,"kWh/year","www.energystar.gov"
"Kyocera","KM-4050","KM-4050",266.1,"kWh/year","www.energystar.gov"
"Kyocera","KM-5050","KM-5050",307.84,"kWh/year","www.energystar.gov"
"Kyocera","TASKalfa 181","TASKalfa 181",99.14,"kWh/year","www.energystar.gov"
"Kyocera","TASKalfa 221","TASKalfa 221",120.01,"kWh/year","www.energystar.gov"
"Kyocera","TASKalfa 250ci","TASKalfa 250ci",260.89,"kWh/year","www.energystar.gov"
"Kyocera","TASKalfa 300ci","TASKalfa 300ci",271.32,"kWh/year","www.energystar.gov"
"Kyocera","TASKalfa 400ci","TASKalfa 400ci",438.29,"kWh/year","www.energystar.gov"
"Kyocera","TASKalfa 500ci","TASKalfa 500ci",469.59,"kWh/year","www.energystar.gov"
"Lexmark","X203n","X203n",140.88,"kWh/year","www.energystar.gov"
"Lexmark","X204n","X204n",140.88,"kWh/year","www.energystar.gov"
"Lexmark","X264dn","X264dn",166.97,"kWh/year","www.energystar.gov"
"Lexmark","X363dn","X363dn",203.49,"kWh/year","www.energystar.gov"
"Lexmark","X364dn","X364dn",203.49,"kWh/year","www.energystar.gov"
"Lexmark","X364dw","X364dw",203.49,"kWh/year","www.energystar.gov"
"Lexmark","X463de","X463e",297.41,"kWh/year","www.energystar.gov"
"Lexmark","X464de","X464e",297.41,"kWh/year","www.energystar.gov"
"Lexmark","X466de","X466de",297.41,"kWh/year","www.energystar.gov"
"Lexmark","X466dte","X466dte",297.41,"kWh/year","www.energystar.gov"
"Lexmark","X466dtwe","X466dtwe",297.41,"kWh/year","www.energystar.gov"
"Lexmark","X543dn","X543dn",229.58,"kWh/year","www.energystar.gov"
"Lexmark","X544dn","X544dn",245.23,"kWh/year","www.energystar.gov"
"Lexmark","X544dtn","X544dtn",245.23,"kWh/year","www.energystar.gov"
"Lexmark","X544dw","X544dw",245.23,"kWh/year","www.energystar.gov"
"Lexmark","X560n","X560n",354.8,"kWh/year","www.energystar.gov"
"Lexmark","X642de","X642de",474.81,"kWh/year","www.energystar.gov"
"Lexmark","X644de","X644de",511.33,"kWh/year","www.energystar.gov"
"Lexmark","X646de","X646de",511.33,"kWh/year","www.energystar.gov"
"Lexmark","X646dte","X646dte",511.33,"kWh/year","www.energystar.gov"
"Lexmark","X646ef","X646ef",600.04,"kWh/year","www.energystar.gov"
"Lexmark","X651de","X651de",438.29,"kWh/year","www.energystar.gov"
"Lexmark","X652de","X652de",438.29,"kWh/year","www.energystar.gov"
"Lexmark","X654de","X654de",521.77,"kWh/year","www.energystar.gov"
"Lexmark","X656de","X656de",521.77,"kWh/year","www.energystar.gov"
"Lexmark","X658de","X658de",526.99,"kWh/year","www.energystar.gov"
"Lexmark","X658dfe","X658dfe",526.99,"kWh/year","www.energystar.gov"
"Lexmark","X658dme","X658dme",526.99,"kWh/year","www.energystar.gov"
"Lexmark","X658dte","X658dte",526.99,"kWh/year","www.energystar.gov"
"Lexmark","X658dtfe","X658dtfe",526.99,"kWh/year","www.energystar.gov"
"Lexmark","X658dtme","X658dtme",526.99,"kWh/year","www.energystar.gov"
"Lexmark","X734de","X734de",318.28,"kWh/year","www.energystar.gov"
"Lexmark","X736de","X736de",370.46,"kWh/year","www.energystar.gov"
"Lexmark","X738de","X738de",370.46,"kWh/year","www.energystar.gov"
"Lexmark","X852e","X852e",506.12,"kWh/year","www.energystar.gov"
"Lexmark","X854e","X854e",521.77,"kWh/year","www.energystar.gov"
"Lexmark","X940e","X940e",568.73,"kWh/year","www.energystar.gov"
"Lexmark","X945e","X945e",610.47,"kWh/year","www.energystar.gov"
"NEC","IT2530D","IT2530D",99.14,"kWh/year","www.energystar.gov"
"NEC","IT2840D","IT2840D",120.01,"kWh/year","www.energystar.gov"
"NEC","IT3530D","IT3530D",146.1,"kWh/year","www.energystar.gov"
"NEC","IT3640D","IT3640D",135.66,"kWh/year","www.energystar.gov"
"NEC","IT45C4","bizhub C451",375.67,"kWh/year","www.energystar.gov"
"NEC","IT5050","KM-5050",307.84,"kWh/year","www.energystar.gov"
"NEC","ViVid Office 2020","ViVid Office 2020",172.18,"kWh/year","www.energystar.gov"
"Oce Imagistics","cm2522","cm2522",234.8,"kWh/year","www.energystar.gov"
"Oce Imagistics","cm3522","cm3522",302.63,"kWh/year","www.energystar.gov"
"Oce Imagistics","cm4520","cm4520",652.21,"kWh/year","www.energystar.gov"
"Oce Imagistics","cm4521","cm4521",375.67,"kWh/year","www.energystar.gov"
"Oce Imagistics","cm5520","cm5520",380.89,"kWh/year","www.energystar.gov"
"Oce Imagistics","cm6520","cm6520",459.16,"kWh/year","www.energystar.gov"
"Oce Imagistics","cx2100","cx2100",255.67,"kWh/year","www.energystar.gov"
"Oce Imagistics","fx3000","fx3000",224.36,"kWh/year","www.energystar.gov"
"Oce Imagistics","im2330","im2330",114.79,"kWh/year","www.energystar.gov"
"Oce Imagistics","im2830","im2830",140.88,"kWh/year","www.energystar.gov"
"Oce Imagistics","im3511","im3511",292.19,"kWh/year","www.energystar.gov"
"Oce Imagistics","im3512","im3512",307.84,"kWh/year","www.energystar.gov"
"Oce Imagistics","im3530","im3530",260.89,"kWh/year","www.energystar.gov"
"Oce Imagistics","im4511","im4511",360.02,"kWh/year","www.energystar.gov"
"Oce Imagistics","im4512","im4512",386.11,"kWh/year","www.energystar.gov"
"Oce Imagistics","im4530","im4530",286.97,"kWh/year","www.energystar.gov"
"Oce Imagistics","im6030","im6030",756.57,"kWh/year","www.energystar.gov"
"Oce Imagistics","im7520","im7520",1059.19,"kWh/year","www.energystar.gov"
"Oce Imagistics","im8530","im8530",1064.41,"kWh/year","www.energystar.gov"
"Oce Imagistics","im9220","im9220",1356.6,"kWh/year","www.energystar.gov"
"Oce Imagistics","sx2100","sx2100",125.22,"kWh/year","www.energystar.gov"
"Oce Imagistics","VairoLink 2022","VL2022",318.28,"kWh/year","www.energystar.gov"
"Oce Imagistics","VairoLink 2522","VL2522",318.28,"kWh/year","www.energystar.gov"
"Oce Imagistics","VairoLink 3522","VL3522",318.28,"kWh/year","www.energystar.gov"
"Oce Imagistics","VairoLink 3622","VL3622",568.73,"kWh/year","www.energystar.gov"
"Oce Imagistics","VairoLink 4222","VL4222",568.73,"kWh/year","www.energystar.gov"
"Oce Imagistics","VairoLink 5022","VL5022",568.73,"kWh/year","www.energystar.gov"
"Oce","CS 655 Pro PrismaSync","CS 655 Pro PrismaSync",631.34,"kWh/year","www.energystar.gov"
"Oce","CS 665 Pro PrismaSync","CS 665 Pro PrismaSync",803.53,"kWh/year","www.energystar.gov"
"Oce","MP1035","MP1035",318.28,"kWh/year","www.energystar.gov"
"Oce","VarioLink",2221,109.57,"kWh/year","www.energystar.gov"
"Oce","VarioLink",2821,130.44,"kWh/year","www.energystar.gov"
"Oce","VarioLink",3621,151.31,"kWh/year","www.energystar.gov"
"Oce","VarioLink",3622,193.05,"kWh/year","www.energystar.gov"
"Oce","VarioLink",4222,339.15,"kWh/year","www.energystar.gov"
"Oce","VarioLink","4522c",286.97,"kWh/year","www.energystar.gov"
"Oce","VarioLink",5022,474.81,"kWh/year","www.energystar.gov"
"Oce","VarioLink","5522c",344.37,"kWh/year","www.energystar.gov"
"Oce","VarioLink",6022,730.48,"kWh/year","www.energystar.gov"
"Oce","VarioLink","6522c",391.33,"kWh/year","www.energystar.gov"
"Oce","VarioLink",7522,975.71,"kWh/year","www.energystar.gov"
"Oce","VarioLink",9522,1789.67,"kWh/year","www.energystar.gov"
"Oce","VarioPrint",1105,1716.62,"kWh/year","www.energystar.gov"
"Panasonic","Color Laser Multi-Function Printer","DP-MC210",213.93,"kWh/year","www.energystar.gov"
"Panasonic","Color Laser Multi-Function Printer","KX-MC6020",177.4,"kWh/year","www.energystar.gov"
"Panasonic","Color Laser Multi-Function Printer","KX-MC6040",198.27,"kWh/year","www.energystar.gov"
"Panasonic","DP-C266","DP-C266",250.45,"kWh/year","www.energystar.gov"
"Panasonic","DP-C306","DP-C306",266.1,"kWh/year","www.energystar.gov"
"Panasonic","DP-C405","DP-C405",500.9,"kWh/year","www.energystar.gov"
"Panasonic","DP-C406","DP-C406",302.63,"kWh/year","www.energystar.gov"
"Panasonic","KX-FL511","KX-FL511",36.52,"kWh/year","www.energystar.gov"
"Panasonic","KX-FL541","KX-FL541",31.31,"kWh/year","www.energystar.gov"
"Panasonic","KX-FL611","KX-FL611",31.31,"kWh/year","www.energystar.gov"
"Panasonic","Multifunction Laser FAX","KX-FLB881",125.22,"kWh/year","www.energystar.gov"
"Panasonic","Multifunction Laser FAX","KX-FLM651",93.92,"kWh/year","www.energystar.gov"
"Panasonic","Multi-Function Printer","KX-MB271",99.14,"kWh/year","www.energystar.gov"
"Panasonic","Multi-Function Printer","KX-MB3020",234.8,"kWh/year","www.energystar.gov"
