"productType","brand","modelName","modelNumber","category","energyPerTime","units","source"
"Desktop","Lenovo","ThinkCentre M58/M58p SFF","5897","C",230.1,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p SFF","5897","D",238.2,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p SFF","7582","A",204.9,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p SFF","7582","B",234.4,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p SFF","7582","C",230.1,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p SFF","7582","D",238.2,"kWh/year","www.energystar.gov"
"Desktop","AVERATEC","All-In-One series","D1130EA1E-1M","A",96.1,"kWh/year","www.energystar.gov"
"Desktop","PDS PC","Vector","CQ","B",153.5,"kWh/year","www.energystar.gov"
"Desktop","PDS PC","Infinity CQ","Infinity CQ","B",156.5,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES D (DMB)","18XXXX 04","B",168.6,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES Q (P4MB)","18XXXX 05","B",157.4,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES F (CMB)","18XXXX 06","B",161.6,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES Q (P4AD)","18XXXX 07","B",175.2,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES F (CAD)","18XXXX 08","B",174.5,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES D (DML)","18XXXX 09","B",151.3,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES Q (P4ML)","18XXXX 10","B",147.8,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES F (CML)","18XXXX 11","B",151.5,"kWh/year","www.energystar.gov"
"Desktop","Voyageur","Voyageur 1120ES","Voyageur 1120ES","B",159.6,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES D (DMI)","18XXXX 12","B",164.9,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES Q (P4MI)","18XXXX 13","B",154.4,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES F (CMI)","18XXXX 14","B",154.4,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO Q5030 E-STAR5","ESPRIMO Q5030 E-STAR5","A",81.7,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO Q5030 E-STAR5","ESPRIMO Q5030 E-STAR5","B",74.7,"kWh/year","www.energystar.gov"
"Desktop","ILHA WAY","IlhaWay","IWP8007 Quad","D",226.4,"kWh/year","www.energystar.gov"
"Desktop","Dell","OptiPlex 160/ OptiPlex FX160","DC01T","B",76.4,"kWh/year","www.energystar.gov"
"Desktop","Dell","OptiPlex 960/ OptiPlex 960FLX/ OptiPlex 960FLX-HD","DCNE","A",187.4,"kWh/year","www.energystar.gov"
"Desktop","Dell","OptiPlex 960/ OptiPlex 960FLX/ OptiPlex 960FLX-HD","DCNE","B",164.2,"kWh/year","www.energystar.gov"
"Desktop","Dell","OptiPlex 960/ OptiPlex 960FLX/ OptiPlex 960FLX-HD","DCNE","C",204.1,"kWh/year","www.energystar.gov"
"Desktop","Dell","OptiPlex 960/ OptiPlex 960FLX/ OptiPlex 960FLX-HD","DCNE","D",222.9,"kWh/year","www.energystar.gov"
"Desktop","Dell","OptiPlex 960/ OptiPlex 960FLX/ OptiPlex 960FLX-HD/ OptiPlex 960n","DCSM","A",208.1,"kWh/year","www.energystar.gov"
"Desktop","Dell","OptiPlex 960/ OptiPlex 960FLX/ OptiPlex 960FLX-HD/ OptiPlex 960n","DCSM","B",210.7,"kWh/year","www.energystar.gov"
"Desktop","Dell","OptiPlex 960/ OptiPlex 960FLX/ OptiPlex 960FLX-HD/ OptiPlex 960n","DCSM","C",231.2,"kWh/year","www.energystar.gov"
"Desktop","Dell","OptiPlex 960/ OptiPlex 960FLX/ OptiPlex 960FLX-HD/ OptiPlex 960n","DCSM","D",237.4,"kWh/year","www.energystar.gov"
"Desktop","Dell","OptiPlex 960/ OptiPlex 960FLX/ OptiPlex 960FLX-HD/ OptiPlex 960n","DCCY","A",184.1,"kWh/year","www.energystar.gov"
"Desktop","Dell","OptiPlex 960/ OptiPlex 960FLX/ OptiPlex 960FLX-HD/ OptiPlex 960n","DCCY","B",198.9,"kWh/year","www.energystar.gov"
"Desktop","Dell","OptiPlex 960/ OptiPlex 960FLX/ OptiPlex 960FLX-HD/ OptiPlex 960n","DCCY","C",206.9,"kWh/year","www.energystar.gov"
"Desktop","Dell","OptiPlex 960/ OptiPlex 960FLX/ OptiPlex 960FLX-HD/ OptiPlex 960n","DCCY","D",228.1,"kWh/year","www.energystar.gov"
"Desktop","ASUS","EeeBox B202","P5LD2EB-DHS/P5LD2EB-CD DHS","A",64.2,"kWh/year","www.energystar.gov"
"Integrated Computers","BenQ","nScreen i92****","ID1901****","A",128,"kWh/year","www.energystar.gov"
"Desktop","ILHA WAY","IlhaWay","IWA7000 X4","D",230,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES Q (P4PD)","18XXXX 15","B",143.3,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES D (DPD)","18XXXX 16","B",150.2,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES F (CPD)","18XXXX 17","B",143.8,"kWh/year","www.energystar.gov"
"Desktop","ASUS","Eee BOX B203","P5LD2EB3-DHS","A",97.8,"kWh/year","www.energystar.gov"
"Desktop","ASUS","Eee BOX B204","P5LD2EB2-DHS","A",52.4,"kWh/year","www.energystar.gov"
"Desktop","ASUS","Eee BOX B206","P5LD2EB2-DHS-B206","A",52.4,"kWh/year","www.energystar.gov"
"Desktop","ASUS","Eee BOX B208","P5G-B208-M92-DHS","A",57.3,"kWh/year","www.energystar.gov"
"Desktop","ASUS","Eee BOX EB1002","P5G-EB1002-DHS","A",39,"kWh/year","www.energystar.gov"
"Desktop","HP","TouchSmart IQ500 PC series","IQ530 - IQ549","B",136.8,"kWh/year","www.energystar.gov"
"Desktop","ITAUTEC","Infoway","SM 3322 Mini-Tower","B",230.7,"kWh/year","www.energystar.gov"
"Desktop","ITAUTEC","Infoway","ST 4262 Mini-Tower","B",233.8,"kWh/year","www.energystar.gov"
"Desktop","Dell","DCSLF","Inspiron 545s","B",205.5,"kWh/year","www.energystar.gov"
"Desktop","Dell","DCSLF","Inspiron 546s","B",168.5,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X1300G","Aspire X1300G","A",134,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X1300G","Aspire X1300G","B",142.5,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X1300G","Aspire X1300G","C",206.5,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X1300G","Aspire X1300G","D",232.1,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X3300G","Aspire X3300G","A",143.1,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X3300G","Aspire X3300G","B",163.9,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X3300G","Aspire X3300G","C",193.3,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X3300G","Aspire X3300G","D",229.1,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X5300G","Aspire X5300G","A",143.1,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X5300G","Aspire X5300G","B",163.9,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X5300G","Aspire X5300G","C",193.3,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X5300G","Aspire X5300G","D",229.1,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X1800G","Aspire X1800G","A",124.6,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X1800G","Aspire X1800G","B",123.2,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X1800G","Aspire X1800G","C",161.4,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X1800G","Aspire X1800G","D",228.6,"kWh/year","www.energystar.gov"
"Desktop","ASUS","Eee TOP ET2203T","ET2203T","B",65.4,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X3810G","Aspire X3810G","B",175.8,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X3810G","Aspire X3810G","C",145.9,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X3810G","Aspire X3810G","D",226.7,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X5810G","Aspire X5810G","B",175.8,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X5810G","Aspire X5810G","C",145.9,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire X5810G","Aspire X5810G","D",226.7,"kWh/year","www.energystar.gov"
"Desktop","ASUS","Eee TOP ET2203","ET2203","B",65.4,"kWh/year","www.energystar.gov"
"Desktop","Voyageur","Voyageur L2170ES","Voyageur L2170ES","D",215.1,"kWh/year","www.energystar.gov"
"Desktop","ASUS","BM5268","MD600","D",209.1,"kWh/year","www.energystar.gov"
"Desktop","ASUS","MD600","BM5368","D",209.1,"kWh/year","www.energystar.gov"
"Desktop","ASUS","BP5268","SD600","D",198.9,"kWh/year","www.energystar.gov"
"Desktop","AVERATEC","AVERATEC All-In-One/A2","D1133AH1E-3","A",129.7,"kWh/year","www.energystar.gov"
"Desktop","AVERATEC","All-In-One series","D1130EA1E-1W","A",96.1,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO E3520 E-STAR5","ESPRIMO E3520 E-STAR5","B",229.2,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO E3520 E-STAR5","ESPRIMO E3520 E-STAR5","C",207.8,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO E3520 E-STAR5","ESPRIMO E3520 E-STAR5","D",212.7,"kWh/year","www.energystar.gov"
"Desktop","ITAUTEC","Infoway","ST 4253 Mini-Tower","B",185.7,"kWh/year","www.energystar.gov"
"Desktop","Transource","Mirage Mini v3","MIR-MINIEV3","B",159.4,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton L489G","Veriton L489G","A",146.7,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton L489G","Veriton L489G","B",140.7,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton L489G","Veriton L489G","C",144.3,"kWh/year","www.energystar.gov"
"Desktop","Transource","Mirage 775e v3","MIR-775EV3 ","B",167.7,"kWh/year","www.energystar.gov"
"Desktop","Gateway","imax mini N1600","imax mini N1600","A",80.7,"kWh/year","www.energystar.gov"
"Desktop","Acer","Aspire R1600","Aspire R1600","A",80.7,"kWh/year","www.energystar.gov"
