"airportName","country","IATACode","fullName","latitude","longitude","units","source"
"Cherbourg [CER]","France","CER","Maupertus","49.65","-1.47","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cholet [CET]","France","CET","Le Pontreau","47.08","-0.88","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Crestview [CEW]","United States","CEW","Bob Sikes","30.78","-86.52","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bryan [CFD]","United States","CFD","Coulter Field","30.72","-96.33","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Clermont Ferrand [CFE]","France","CFE","Auvergne","45.79","3.17","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cienfuegos [CFG]","Cuba","CFG","Jaime Gonzalez","22.15","-80.41","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Caen [CFR]","France","CFR","Carpiquet","49.17","-0.45","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Coff's Harbour [CFS]","Australia","CFS","Coffs Harbour","-30.32","153.12","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Kerkyra/Corfu [CFU]","Greece","CFU","Ioannis Kapodistrias International","39.6","19.91","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cuiaba [CGB]","Brazil","CGB","Marechal Rondon","-15.65","-56.12","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sao Paulo [CGH]","Brazil","CGH","Congonhas","-23.63","-46.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Jakarta [CGK]","Indonesia","CGK","Soekarno Hatta International","-6.13","106.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cologne [CGN]","Germany","CGN","Koln Bonn","50.87","7.14","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Zhengzhou [CGO]","China","CGO","Xinzheng","34.52","113.84","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chittagong [CGP]","Bangladesh","CGP","Shah Amanat International","22.25","91.81","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Campo Grande [CGR]","Brazil","CGR","Campo Grande","-20.47","-54.67","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ladag [CGY]","Philippines","CGY","Cagayan De Oro","8.41","124.61","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chattanooga [CHA]","United States","CHA","Lovell Field","35.04","-85.2","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Christchurch [CHC]","New Zealand","CHC","Christchurch International","-43.49","172.53","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chachapoyas [CHH]","Peru","CHH","Chachapoyas","-6.2","-77.86","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chimbote [CHM]","Peru","CHM","Teniente Fap Jaime A De Montr Morales","-9.15","-78.52","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chania [CHQ]","Greece","CHQ","Souda","35.53","24.15","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chateauroux [CHR]","France","CHR","Deols","46.86","1.73","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Charleston [CHS]","United States","CHS","Charleston International","32.9","-80.04","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chatham Island [CHT]","New Zealand","CHT","Chatham Islands","-43.81","-176.46","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Changuinola [CHX]","Panama","CHX","Cap Manuel Nino International","9.46","-82.52","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rome [CIA]","Italy","CIA","Ciampino","41.8","12.59","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chico [CIC]","United States","CIC","Chico Municipal","39.8","-121.86","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cobija [CIJ]","Bolivia","CIJ","Capitan Anibal Arab","-11.04","-68.78","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Canton Island [CIS]","Phoenix Island","CIS","Canton Island Airport","-2.77","0","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chimkent [CIT]","Kazakhstan","CIT","Shymkent","42.36","69.48","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Canouan Island [CIW]","Saint Vincent and the Grenadines","CIW","Canouan","12.7","-61.34","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chiclayo [CIX]","Peru","CIX","Capt Jose Abelardo Quinones Gonzales","-6.79","-79.83","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Coimbatore [CJB]","India","CJB","Coimbatore","11.03","77.04","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Calama [CJC]","Chile","CJC","El Loa","-22.5","-68.9","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ciudad Juarez [CJS]","Mexico","CJS","Abraham Gonzalez International","31.64","-106.43","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cheju [CJU]","South Korea","CJU","Jeju International","33.51","126.49","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chongqing [CKG]","China","CKG","Jiangbei","29.72","106.64","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Conakry [CKY]","Guinea","CKY","Conakry International Airport","9.58","-13.61","degrees N and E","amee/defra 2008"
"Cleveland [CLE]","United States","CLE","Cleveland Hopkins International","41.41","-81.85","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Coltishall [CLF]","United Kingdom","CLF","Coltishall","52.75","1.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cluj-Napoca [CLJ]","Romania","CLJ","Someseni","46.79","23.69","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"College Station [CLL]","United States","CLL","Easterwood Field","30.59","-96.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Carolina [CLN]","Brazil","CLN","Carolina","-7.32","-47.46","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cali [CLO]","Colombia","CLO","Alfonso Bonilla Aragon International","3.54","-76.38","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Colima [CLQ]","Mexico","CLQ","Colima","19.28","-103.58","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Charlotte [CLT]","United States","CLT","Charlotte Douglas International","35.21","-80.94","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Calvi [CLY]","Corsica","CLY","Saint Catherine","42.53","8.79","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Colombo [CMB]","Sri Lanka","CMB","Bandaranaike International","7.18","79.88","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ciudad Del Carmen [CME]","Mexico","CME","Ciudad Del Carmen International","18.65","-91.8","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chambery [CMF]","France","CMF","Aix Les Bains","45.64","5.88","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Corumba [CMG]","Brazil","CMG","Corumba International","-19.01","-57.67","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Columbus [CMH]","United States","CMH","Port Columbus International","40","-82.89","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Casablanca [CMN]","Morocco","CMN","Mohammed V","33.37","-7.59","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Colmar [CMR]","France","CMR","Houssen","48.11","7.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Camaguey [CMW]","Cuba","CMW","Ignacio Agramonte International","21.42","-77.85","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Constanta [CND]","Romania","CND","Mihail Kogalniceanu","44.36","28.49","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Belo Horizonte [CNF]","Brazil","CNF","Tancredo Neves","-19.63","-43.97","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cognac [CNG]","France","CNG","Chateaubernard","45.66","-0.32","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Carlsbad [CNM]","United States","CNM","Cavern City Air Terminal","32.34","-104.26","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Corrientes [CNQ]","Argentina","CNQ","Corrientes","-27.45","-58.76","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cairns [CNS]","Australia","CNS","Cairns International","-16.89","145.76","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Waco [CNW]","United States","CNW","Tstc Waco","31.64","-97.07","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Concordia [COC]","Argentina","COC","Comodoro Pierrestegui","-31.3","-58","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Coco Beach [COF]","United States","COF","Patrick Air Force Base","28.23","-80.61","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Condoto [COG]","Colombia","COG","Mandinga","5.07","-76.68","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cooch-Behar [COH]","India","COH","Cooch Behar","26.33","89.47","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cochin [COK]","India","COK","Cochin International Airport","10.15","76.4","degrees N and E","amee/defra 2008"
"Cotonou [COO]","Benin","COO","Porto-Novo/Cotonou Cadjehoun","6.36","2.38","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cordoba [COR]","Argentina","COR","Ambrosio L V Taravella","-31.32","-64.21","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Colorado Springs [COS]","United States","COS","City Of Colorado Springs Municipal","38.81","-104.7","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cotulla [COT]","United States","COT","Cotulla La Salle Co","28.46","-99.22","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Columbia [COU]","United States","COU","Columbia Regional","38.82","-92.22","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Martin Des Andes [CPC]","Argentina","CPC","Aviador C Campos","-40.08","-71.14","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Campeche [CPE]","Mexico","CPE","Ingeniero Alberto Acuna Ongay International","19.82","-90.5","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Copenhagen [CPH]","Denmark","CPH","Kastrup","55.62","12.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Copiapo [CPO]","Chile","CPO","Chamonate","-27.3","-70.41","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Casper [CPR]","United States","CPR","Natrona Co International","42.91","-106.46","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cape Town [CPT]","South Africa","CPT","Cape Town International","-33.96","18.6","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Calais [CQF]","France","CQF","Calais Dunkerque","50.96","1.95","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Craiova [CRA]","Romania","CRA","Craiova","44.32","23.89","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Comodoro Rivadavia [CRD]","Argentina","CRD","Comodoro Rivadavia","-45.79","-67.47","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Charleroi [CRL]","Belgium","CRL","Brussels South","50.46","4.45","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Corpus Christi [CRP]","United States","CRP","Corpus Christi International","27.77","-97.5","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Caravelas [CRQ]","Brazil","CRQ","Caravelas","-17.65","-39.25","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Crotone [CRV]","Italy","CRV","Crotone","39","17.08","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Caransebes [CSB]","Romania","CSB","Caransebes","45.42","22.25","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Creil [CSF]","France","CSF","Creil","49.25","2.52","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cap Skiring [CSK]","Senegal","CSK","Cap Skiring","12.41","-16.75","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Carson City [CSN]","United States","CSN","Carson Airport ","39.19","-119.73","degrees N and E","amee/defra 2008"
"Changcha [CSX]","China","CSX","Huanghua","28.19","113.22","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Catania [CTA]","Italy","CTA","Catania Fontanarossa","37.47","15.07","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cutbank [CTB]","United States","CTB","Cut Bank Municipal","48.61","-112.38","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Catamarca [CTC]","Argentina","CTC","Catamarca","-28.6","-65.75","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cartagena [CTG]","Colombia","CTG","Rafael Nunez","10.44","-75.51","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Charlieville [CTL]","Australia","CTL","Charleville","-26.41","146.26","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chetumal [CTM]","Mexico","CTM","Chetumal International","18.5","-88.33","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sapporo [CTS]","Japan","CTS","Chitose International Airport","42.78","141.69","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Le Castellet [CTT]","France","CTT","Le Castellet","43.25","5.79","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chengdu [CTU]","China","CTU","Shuangliu","30.58","103.95","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cucuta [CUC]","Colombia","CUC","Camilo Daza","7.93","-72.51","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cuenca [CUE]","Ecuador","CUE","Mariscal Lamar","-2.89","-78.98","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Levaldigi [CUF]","Italy","CUF","Levaldigi","44.55","7.62","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Culiacan [CUL]","Mexico","CUL","Culiacan International","24.76","-107.47","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cumana [CUM]","Venezuela","CUM","Antonio Jose De Sucre","10.45","-64.13","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cancun [CUN]","Mexico","CUN","Cancun International","21.04","-86.88","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Carupano [CUP]","Venezuela","CUP","General Jose Francisco Bermudez","10.66","-63.26","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Willemstad [CUR]","Antilles","CUR","Hato","12.19","-68.96","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chihuahua [CUU]","Mexico","CUU","General R Fierro Villalobos International","28.7","-105.96","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cuzco [CUZ]","Peru","CUZ","Velazco Astete","-13.54","-71.94","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cincinnati [CVG]","United States","CVG","Cincinnati Northern Kentucky International","39.05","-84.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cuernavaca [CVJ]","Mexico","CVJ","Cuernavaca","18.84","-99.26","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ciudad Victoria [CVM]","Mexico","CVM","Ciudad Victoria","23.7","-98.96","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Clovis [CVS]","United States","CVS","Cannon Air Force Base","34.38","-103.32","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Coventry [CVT]","United Kingdom","CVT","Coventry","52.37","-1.48","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Curitiba [CWB]","Brazil","CWB","Afonso Pena","-25.53","-49.18","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cardiff [CWL]","United Kingdom","CWL","Cardiff","51.4","-3.34","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cox's Bazar [CXB]","Bangladesh","CXB","Coxs Bazar","21.45","91.96","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Kiritimati [CXI]","Kiribati","CXI","Christmas Island","1.99","-157.35","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Caxias Do Sul [CXJ]","Brazil","CXJ","Campo Dos Bugres","-29.2","-51.19","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Calexico [CXL]","United States","CXL","Calexico International","32.67","-115.51","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Conroe [CXO]","United States","CXO","Montgomery Co","30.35","-95.41","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cilacap [CXP]","Indonesia","CXP","Tunggul Wulung","-7.65","109.03","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cayman Barac [CYB]","Cayman Islands","CYB","Gerrard Smith International","19.69","-79.88","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chiayi [CYI]","Taiwan","CYI","Chiayi","23.46","120.39","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cayo [CYO]","Cuba","CYO","Vilo Acuna","21.62","-81.55","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Colonia [CYR]","Uruguay","CYR","Laguna De Los Patos International","-34.46","-57.77","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cheyenne [CYS]","United States","CYS","Cheyenne","41.16","-104.81","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Coro [CZE]","Venezuela","CZE","Jose Leonardo Chirinos","11.41","-69.68","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Constantine [CZL]","Algeria","CZL","Mohamed Boudiaf International","36.28","6.62","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cozumel [CZM]","Mexico","CZM","Cozumel International","20.52","-86.93","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cruiziro Do Sul [CZS]","Brazil","CZS","Cruzeiro Do Sul","-7.6","-72.77","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Corozal [CZU]","Colombia","CZU","Las Brujas","9.33","-75.29","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dhaka [DAC]","Bangladesh","DAC","Zia International","23.84","90.4","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Danang [DAD]","Vietnam","DAD","Danang International","16.04","108.2","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dallas [DAL]","United States","DAL","Dallas Love Field","32.85","-96.85","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Damascus [DAM]","Syria","DAM","Damascus International","33.41","36.52","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dar Es Salaam [DAR]","Tanzania","DAR","Dar Es Salaam","-6.88","39.2","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"David [DAV]","Panama","DAV","Enrique Malek International","8.39","-82.43","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dayton [DAY]","United States","DAY","James M Cox Dayton International","39.9","-84.22","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dhanbad [DBD]","India","DBD","Dhanbad","23.83","86.43","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dubbo [DBO]","Australia","DBO","Dubbo","-32.22","148.57","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dubrovnik [DBV]","Croatia","DBV","Dubrovnik","42.56","18.27","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Washington [DCA]","United States","DCA","Ronald Reagan Washington National","38.85","-77.04","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Canefield [DCF]","Dominica","DCF","Canefield","15.34","-61.39","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Decimomannu [DCI]","Italy","DCI","Decimomannu","39.35","8.97","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Castres [DCM]","France","DCM","Mazamet","43.56","2.29","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Debrecen [DEB]","Hungary","DEB","Debrecen","47.49","21.62","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dehra Dun [DED]","India","DED","Dehradun","30.19","78.18","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Delhi [DEL]","India","DEL","Indira Gandhi International","28.57","77.1","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Denver [DEN]","United States","DEN","Denver International","39.86","-104.67","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Desroches [DES]","Seychelles","DES","Desroches","-5.7","53.65","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Detroit [DET]","United States","DET","Detroit City","42.41","-83.01","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Deire Zor [DEZ]","Syria","DEZ","Deir Zzor","35.29","40.18","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dallas-Fort Worth [DFW]","United States","DFW","Dallas Fort Worth International","32.9","-97.04","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Durango [DGO]","Mexico","DGO","Durango International","24.12","-104.53","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dumaguete [DGT]","Philippines","DGT","Dumaguete","9.33","123.3","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dhahran [DHA]","Saudi Arabia","DHA","King Abdulaziz Ab","26.27","50.15","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dothan [DHN]","United States","DHN","Dothan Regional","31.32","-85.45","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"De Kooy [DHR]","Netherlands","DHR","De Kooy","52.92","4.78","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dalhart [DHT]","United States","DHT","Dalhart Municipal","36.02","-102.55","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Antsiranana [DIE]","Madagascar","DIE","Antsiranana Arrachart","-12.35","49.29","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dijon [DIJ]","France","DIJ","Longvic","47.27","5.09","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dili [DIL]","East Timor","DIL","Presidente Nicolau Lobato International Airport","-8.55","125.52","degrees N and E","amee/defra 2008"
"Dire Dawa [DIR]","Ethiopia","DIR","Aba Tenna Dejazmatch Yilma International","9.63","41.85","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Loudima [DIS]","Congo","DIS","Dolisie","-4.21","12.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Diyabakir [DIY]","Turkey","DIY","Diyarbakir","37.89","40.2","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Jambi [DJB]","Indonesia","DJB","Sultan Thaha","-1.64","103.64","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Djerba [DJE]","Tunisia","DJE","Zarzis","33.88","10.78","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Djanet [DJG]","Algeria","DJG","Tiska","24.29","9.45","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Jayapura [DJJ]","Indonesia","DJJ","Sentani","-2.58","140.52","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Daloa [DJO]","Ivory Coast","DJO","Daloa","6.79","-6.47","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dakar [DKR]","Senegal","DKR","Leopold Sedar Senghor International","14.74","-17.49","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Douala [DLA]","Cameroon","DLA","Douala","4.01","9.72","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dalian [DLC]","China","DLC","Zhoushuizi","38.97","121.54","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dole [DLE]","France","DLE","Tavaux","47.04","5.43","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Del Rio [DLF]","United States","DLF","Laughlin Air Force Base","29.36","-100.78","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dillingham [DLG]","United States","DLG","Dillingham","59.05","-158.5","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Duluth [DLH]","United States","DLH","Duluth International","46.84","-92.19","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dalaman [DLM]","Turkey","DLM","Dalaman","36.71","28.79","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tucson [DMA]","United States","DMA","Davis Monthan Air Force Base","32.17","-110.88","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Moscow [DME]","Russia","DME","Domodedovo International","55.4","37.88","degrees N and E","http://www.convertunits.com/distance/airport/"
"Dammam [DMM]","Saudi Arabia","DMM","King Fahd International","26.47","49.8","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Kadena [DNA]","Japan","DNA","Kadena Ab","26.36","127.77","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dundee [DND]","United Kingdom","DND","Dundee","56.45","-3.03","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dunhuang [DNH]","China","DNH","Dunhuang Airport","0","0","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dnepropetrovsk [DNK]","Ukraine","DNK","Dnipropetrovsk","48.36","35.1","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dinard [DNR]","France","DNR","Pleurtuit","48.59","-2.08","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Denizli [DNZ]","Turkey","DNZ","Cardak","37.79","29.7","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dodoma [DOD]","Tanzania","DOD","Dodoma","-6.17","35.75","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dongola [DOG]","Sudan","DOG","Dongola","19.15","30.43","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Doha [DOH]","Qatar","DOH","Doha International","25.26","51.57","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Donetsk [DOK]","Ukraine","DOK","Donetsk","48.07","37.74","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Deauville [DOL]","France","DOL","St Gatien","49.37","0.15","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dominica [DOM]","Dominica","DOM","Melville Hall","15.55","-61.3","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dover [DOV]","United States","DOV","Dover Air Force Base","39.13","-75.47","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"West Chicago [DPA]","United States","DPA","Du Page","41.91","-88.25","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Denpasar [DPS]","Indonesia","DPS","Bali International","-8.75","115.17","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Deridder [DRI]","United States","DRI","Beauregard Parish","30.83","-93.34","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Durango [DRO]","United States","DRO","Durango La Plata County","37.15","-107.75","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dresden [DRS]","Germany","DRS","Dresden","51.13","13.77","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Del Rio [DRT]","United States","DRT","Del Rio International","29.37","-100.93","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
